,foil,isotope,fit,cov
0,Ta01,178TA,2618386608886.033,2.733475787248325e+24
1,Ta02,178TA,426073078683.3819,7.159633563165909e+22
2,Ta03,178TA,9479370080.50376,1.1000287881231693e+20
3,Ta04,178TA,19869961.43057932,708608998609066.9
4,Ta05,178TA,170307149.2972229,4.238441489418748e+16
5,Ta06,178TA,468265.1982986993,1056856372286.4053
6,Ta07,178TA,91095143.3478631,2.6683164623433212e+16
7,Ta08,178TA,162881384.19019735,1.0392423994524654e+17
8,Ta09,178TA,4408733.328365352,34479148503392.53
9,Ta10,178TA,26963584995.8572,1.56416912800411e+21
10,Ta11,178TA,10612027.059714139,314156980687538.75
11,Ta12,178TA,256647949489.47778,1.2279204554308346e+22
12,Ta13,178TA,392544.58165924373,91938225471.12521
13,Ta14,178TA,0.0,0.0
