,foil,isotope,fit,cov
0,Cu01,65ZN,65.7737759916408,0.4826612603578167
1,Cu02,65ZN,83.0630080676841,3.5631384030678865
2,Cu03,65ZN,95.76873054908982,2.12049077628333
3,Cu04,65ZN,107.17422444192927,6.266459402289248
4,Cu05,65ZN,113.70147854772193,7.475419256961882
5,Cu06,65ZN,126.2525795889439,2.892299780777116
6,Cu07,65ZN,143.8798447373212,0.9490438576725542
7,Cu08,65ZN,161.73029857601495,170.27323164573977
8,Cu09,65ZN,184.7190271432303,10.81204897068925
9,Cu10,65ZN,242.4016720033878,6.610408775392472
10,Cu11,65ZN,449.97060735726177,52.04163182481914
11,Cu12,65ZN,1793.6827051377068,94.5817594028061
12,Cu13,65ZN,3775.1771643323073,16063.450002271396
13,Cu14,65ZN,1904.9241888945262,1331.700798766986
