,foil,isotope,fit,cov
0,Cu01,52MN,0,0
1,Cu02,52MN,0,0
2,Cu03,52MN,0,0
3,Cu04,52MN,0,0
4,Cu05,52MN,0,0
5,Cu06,52MN,0,0
6,Cu07,52MN,0,0
7,Cu08,52MN,0,0
8,Cu09,52MN,0,0
9,Cu10,52MN,0,0
10,Cu11,52MN,0,0
11,Cu12,52MN,0,0
12,Cu13,52MN,0,0
13,Cu14,52MN,0,0
