,foil,isotope,fit,cov
0,Ta01,179LU,0.0,0.0
1,Ta02,179LU,1493103.0000422194,187229595344.93237
2,Ta03,179LU,779911.1280383854,58648973825.90801
3,Ta04,179LU,688551.4962591033,42245155761.31504
4,Ta05,179LU,0.0,0.0
5,Ta06,179LU,0.0,0.0
6,Ta07,179LU,0.0,0.0
7,Ta08,179LU,0.0,0.0
8,Ta09,179LU,0.0,0.0
9,Ta10,179LU,0.0,0.0
10,Ta11,179LU,0.0,0.0
11,Ta12,179LU,0.0,0.0
12,Ta13,179LU,0.0,0.0
13,Ta14,179LU,0.0,0.0
