,foil,isotope,fit,cov
0,Cu01,56NI,1041.6477167477494,1548758.7899169843
1,Cu02,56NI,0.0,0.0
2,Cu03,56NI,0.0,0.0
3,Cu04,56NI,0.0,0.0
4,Cu05,56NI,0.0,0.0
5,Cu06,56NI,0.0,0.0
6,Cu07,56NI,0.0,0.0
7,Cu08,56NI,0.0,0.0
8,Cu09,56NI,0.0,0.0
9,Cu10,56NI,0.0,0.0
10,Cu11,56NI,0.0,0.0
11,Cu12,56NI,0.0,0.0
12,Cu13,56NI,0.0,0.0
13,Cu14,56NI,0.0,0.0
