,foil,isotope,fit,cov
0,Ni01,47V,0,0
1,Ni02,47V,0,0
2,Ni03,47V,0,0
3,Ni04,47V,0,0
4,Ni05,47V,0,0
5,Ni06,47V,0,0
6,Ni07,47V,0,0
7,Ni08,47V,0,0
8,Ni09,47V,0,0
9,Ni10,47V,0,0
10,Ni11,47V,0,0
11,Ni12,47V,0,0
12,Ni13,47V,0,0
13,Ni14,47V,0,0
