,foil,isotope,fit,cov
0,Cu01,58CO,393.80729845639155,221.4420531024066
1,Cu02,58CO,692.1818935086172,163.75959604500548
2,Cu03,58CO,735.8640541307078,171.2629080737987
3,Cu04,58CO,1034.9962282173638,170.16329470533464
4,Cu05,58CO,738.7063784890807,137.8071554863716
5,Cu06,58CO,168.94536357143,127.8736162011801
6,Cu07,58CO,181.95487918012657,93.44055141302746
7,Cu08,58CO,60.214804978373905,112.33253259011195
8,Cu09,58CO,-50.687915666677235,99.78343333970743
9,Cu10,58CO,0.0,0.0
10,Cu11,58CO,0.0,0.0
11,Cu12,58CO,0.0,0.0
12,Cu13,58CO,0.0,0.0
13,Cu14,58CO,0.0,0.0
