,foil,isotope,fit,cov
0,Ta01,178TA,10214.558184445985,612.7981736836446
1,Ta02,178TA,18444.714927919278,677.6335662482671
2,Ta03,178TA,36819.27293506001,851.0284972249767
3,Ta04,178TA,59704.52602664874,3148.7624292666924
4,Ta05,178TA,66358.08085878809,1159.6894308259825
5,Ta06,178TA,54597.33474502955,1357.9614761843336
6,Ta07,178TA,25193.385341776004,657.4360144401209
7,Ta08,178TA,29924.793987372974,975.1511344947879
8,Ta09,178TA,3246.6867082782346,151.23107148864653
9,Ta10,178TA,1.9192392426200477,5.310252585419288
10,Ta11,178TA,2.9230082429465467,4.811673362307999
11,Ta12,178TA,40.89533287382363,14.29632982939522
12,Ta13,178TA,484.40954707369656,5388.258278536143
13,Ta14,178TA,6.691924019040941,8.463466775601178
