,foil,isotope,fit,cov
0,Ni01,60CO,8838955.547838526,245101226259.56232
1,Ni02,60CO,126.88897091565777,344.18809927097993
2,Ni03,60CO,135.93503473335227,332.00101878554847
3,Ni04,60CO,258.887036437916,119.21898529934285
4,Ni05,60CO,0.0,0.0
5,Ni06,60CO,149.629950422189,14.394103843765468
6,Ni07,60CO,68.09161843623596,37.71443808422817
7,Ni08,60CO,86.4010770565973,11.82282282264612
8,Ni09,60CO,24.367555182799457,1.7044712007645684
9,Ni10,60CO,0.0,0.0
10,Ni11,60CO,0.0,0.0
11,Ni12,60CO,0.0,0.0
12,Ni13,60CO,0.0,0.0
13,Ni14,60CO,0.0,0.0
