,foil,isotope,fit,cov
0,Ta01,179Wm,0.0,0.0
1,Ta02,179Wm,0.0,0.0
2,Ta03,179Wm,17092292.538613252,36520428.99113786
3,Ta04,179Wm,0.0,0.0
4,Ta05,179Wm,0.0,0.0
5,Ta06,179Wm,0.0,0.0
6,Ta07,179Wm,30764707.629925583,34942725.53730543
7,Ta08,179Wm,37366609.50391827,41100540.91103558
8,Ta09,179Wm,0.0,0.0
9,Ta10,179Wm,51652814.30860764,60823589.2868591
10,Ta11,179Wm,0.0,0.0
11,Ta12,179Wm,0.0,0.0
12,Ta13,179Wm,0.0,0.0
13,Ta14,179Wm,0.0,0.0
