,foil,isotope,fit,cov
0,Ni01,56MN,0,0
1,Ni02,56MN,0,0
2,Ni03,56MN,0,0
3,Ni04,56MN,0,0
4,Ni05,56MN,0,0
5,Ni06,56MN,0,0
6,Ni07,56MN,0,0
7,Ni08,56MN,0,0
8,Ni09,56MN,0,0
9,Ni10,56MN,0,0
10,Ni11,56MN,0,0
11,Ni12,56MN,0,0
12,Ni13,56MN,0,0
13,Ni14,56MN,0,0
