,foil,isotope,fit,cov
0,Ni01,59FE,0,0
1,Ni02,59FE,0,0
2,Ni03,59FE,0,0
3,Ni04,59FE,0,0
4,Ni05,59FE,0,0
5,Ni06,59FE,0,0
6,Ni07,59FE,0,0
7,Ni08,59FE,0,0
8,Ni09,59FE,0,0
9,Ni10,59FE,0,0
10,Ni11,59FE,0,0
11,Ni12,59FE,0,0
12,Ni13,59FE,0,0
13,Ni14,59FE,0,0
