,foil,isotope,fit,cov
0,Ni01,58CO,134117.52738934595,56985.31643008191
1,Ni02,58CO,103461996.76381655,25938574.942758538
2,Ni03,58CO,22494017.36137344,34589954.78759046
3,Ni04,58CO,152955.56467314597,57587.77859051986
4,Ni05,58CO,176957.072588107,19593.64535112845
5,Ni06,58CO,9966.83933649405,4379.983151802282
6,Ni07,58CO,4271819.672820542,1644660.389672096
7,Ni08,58CO,20203.259663016353,4306.251416155537
8,Ni09,58CO,42774.08139428961,8563.965394756771
9,Ni10,58CO,5680107.910262207,1374274.940793252
10,Ni11,58CO,1041160.4036501012,219364.20857800357
11,Ni12,58CO,113.36812080679125,444.8780739283111
12,Ni13,58CO,-129.74439905739706,293.4738132853179
13,Ni14,58CO,37.22699592857075,35.5423261038402
