,foil,isotope,fit,cov
0,Ta01,178W,8542.130735364437,2197.9038522467886
1,Ta02,178W,14046.390822515343,3369.815394871489
2,Ta03,178W,49206.8233051528,9497.434245587778
3,Ta04,178W,85577.00590312394,19427.864934848905
4,Ta05,178W,61120.9331002618,7008.4164002880325
5,Ta06,178W,50366.727290280505,7614.911186116276
6,Ta07,178W,22461.51257676733,3695.2397535980276
7,Ta08,178W,29395.05726459362,6231.512509346697
8,Ta09,178W,4867.393382016734,1229.4574315804134
9,Ta10,178W,848.2956020245595,476.85768254695864
10,Ta11,178W,914.3204013903354,236.0725255627722
11,Ta12,178W,985.8151843709569,144.45040999970465
12,Ta13,178W,2239.8237672825885,151.50085350277124
13,Ta14,178W,1078.9718063475045,116.52666695227796
