,foil,isotope,fit,cov
0,Ni01,58CO,2559.240181500465,95.13447713897024
1,Ni02,58CO,3139.4801895962064,90.3894895601513
2,Ni03,58CO,3716.150615845771,121.83523301331438
3,Ni04,58CO,4032.8851204400235,126.89062750925486
4,Ni05,58CO,3753.732153192538,111.47247728956074
5,Ni06,58CO,3161.7209347955827,99.00330623204088
6,Ni07,58CO,1352.3961225173512,64.69972285704144
7,Ni08,58CO,1828.8522916563072,60.076501512245116
8,Ni09,58CO,534.3876748842956,23.426491380118694
9,Ni10,58CO,229.41371953516386,15.212579892738116
10,Ni11,58CO,150.72452978442337,7.484565216990738
11,Ni12,58CO,65.99354924356724,2.4587155532396365
12,Ni13,58CO,49.77221820611594,1.8346831317238375
13,Ni14,58CO,16.421211949545675,0.6284265801250403
