,foil,isotope,fit,cov
0,Ni01,57CO,3059.059846195201,31.029370362884283
1,Ni02,57CO,3176.2660614643764,35.97455006913895
2,Ni03,57CO,3113.9176140251034,35.607799751247676
3,Ni04,57CO,3080.193240866517,35.27978990976988
4,Ni05,57CO,3105.605771090644,30.28186463474421
5,Ni06,57CO,3958.117201876137,38.07654684014889
6,Ni07,57CO,5661.318129005358,53.1058641446349
7,Ni08,57CO,6138.108510338007,56.12218450689867
8,Ni09,57CO,7783.838361933074,66.65933978503902
9,Ni10,57CO,8565.88314073517,75.79031035516778
10,Ni11,57CO,8031.0377279009645,69.79523508636736
11,Ni12,57CO,3578.2189625215433,32.22848617855222
12,Ni13,57CO,284.57104366643523,2.9100467165592225
13,Ni14,57CO,36.404258540898,0.49505439965821824
