,foil,isotope,fit,cov
0,Cu01,56MN,4630.276935690301,584.5934600836049
1,Cu02,56MN,0.0,0.0
2,Cu03,56MN,0.0,0.0
3,Cu04,56MN,0.0,0.0
4,Cu05,56MN,0.0,0.0
5,Cu06,56MN,0.0,0.0
6,Cu07,56MN,0.0,0.0
7,Cu08,56MN,0.0,0.0
8,Cu09,56MN,0.0,0.0
9,Cu10,56MN,0.0,0.0
10,Cu11,56MN,0.0,0.0
11,Cu12,56MN,0.0,0.0
12,Cu13,56MN,0.0,0.0
13,Cu14,56MN,0.0,0.0
