,foil,isotope,fit,cov
0,Cu01,54MN,38.369732632530095,0.7089174218738148
1,Cu02,54MN,11.455441059995993,0.39772491017702294
2,Cu03,54MN,0.0,0.0
3,Cu04,54MN,0.0,0.0
4,Cu05,54MN,0.0,0.0
5,Cu06,54MN,0.0,0.0
6,Cu07,54MN,0.0,0.0
7,Cu08,54MN,0.0,0.0
8,Cu09,54MN,0.0,0.0
9,Cu10,54MN,0.0,0.0
10,Cu11,54MN,0.0,0.0
11,Cu12,54MN,0.0,0.0
12,Cu13,54MN,0.0,0.0
13,Cu14,54MN,0.0,0.0
