,foil,isotope,fit,cov
0,Cu01,58CO,1553.2201504545903,35.35312226991992
1,Cu02,58CO,2060.658707503538,47.954943804499074
2,Cu03,58CO,2817.6051553063794,49.62527522585836
3,Cu04,58CO,2585.2536076610404,56.90089531728527
4,Cu05,58CO,2260.1805569357657,42.668595592912496
5,Cu06,58CO,1308.9715364655463,30.102685533041814
6,Cu07,58CO,278.8565415348222,8.075843490901809
7,Cu08,58CO,358.10218671512837,11.110867595748958
8,Cu09,58CO,15.009579463276886,0.6536490186925399
9,Cu10,58CO,0.0,0.0
10,Cu11,58CO,0.0,0.0
11,Cu12,58CO,0.0,0.0
12,Cu13,58CO,0.0,0.0
13,Cu14,58CO,0.0,0.0
