,foil,isotope,fit,cov
0,Ni01,52MN,-75160097.47994676,26239813.195971143
1,Ni02,52MN,-10820099.365596883,8985980.875974504
2,Ni03,52MN,-2077393.9910442447,694096395122131.1
3,Ni04,52MN,336709.51376725006,946291.3913001477
4,Ni05,52MN,1453026.9043519674,129354279600549.02
5,Ni06,52MN,0.0,0.0
6,Ni07,52MN,0.0,0.0
7,Ni08,52MN,0.0,0.0
8,Ni09,52MN,0.0,0.0
9,Ni10,52MN,0.0,0.0
10,Ni11,52MN,0.0,0.0
11,Ni12,52MN,0.0,0.0
12,Ni13,52MN,0.0,0.0
13,Ni14,52MN,0.0,0.0
