,foil,isotope,fit,cov
0,Cu01,49V,0,0
1,Cu02,49V,0,0
2,Cu03,49V,0,0
3,Cu04,49V,0,0
4,Cu05,49V,0,0
5,Cu06,49V,0,0
6,Cu07,49V,0,0
7,Cu08,49V,0,0
8,Cu09,49V,0,0
9,Cu10,49V,0,0
10,Cu11,49V,0,0
11,Cu12,49V,0,0
12,Cu13,49V,0,0
13,Cu14,49V,0,0
