,foil,isotope,fit,cov
0,Ta01,177W,8715550.588051958,154443.63710127
1,Ta02,177W,13556594.093285954,199384.96533336694
2,Ta03,177W,11214898.595242813,185985.5898267026
3,Ta04,177W,3363026.8440322075,50326.488074927845
4,Ta05,177W,544431.7005095824,10817.840523140634
5,Ta06,177W,17900.531776445394,20027.024662930715
6,Ta07,177W,22857.252027491777,11246.987493439527
7,Ta08,177W,1.3770410709040072e-06,5412.61572284087
8,Ta09,177W,0.0,0.0
9,Ta10,177W,0.0,0.0
10,Ta11,177W,0.0,0.0
11,Ta12,177W,0.0,0.0
12,Ta13,177W,0.0,0.0
13,Ta14,177W,0.0,0.0
