,foil,isotope,fit,cov
0,Cu01,61CO,23579.68209067537,9593.523899722393
1,Cu02,61CO,24382.577672142565,8142.461758097506
2,Cu03,61CO,1542.0347468343098,6640.928637301679
3,Cu04,61CO,10816.874269754137,7286.826122463282
4,Cu05,61CO,13431.250840398892,7484.708760096204
5,Cu06,61CO,10083.067185212853,7916.950162697247
6,Cu07,61CO,5446.644308062789,5367.250915176419
7,Cu08,61CO,8429.955565014021,6092.26507759244
8,Cu09,61CO,19567.86697622623,5553.288687189654
9,Cu10,61CO,20222.9167589414,1886.407992574684
10,Cu11,61CO,6468.135677942549,644.7639348022076
11,Cu12,61CO,0.0,0.0
12,Cu13,61CO,0.0,0.0
13,Cu14,61CO,0.0,0.0
