,foil,isotope,fit,cov
0,Ta01,179LU,0.0,0.0
1,Ta02,179LU,1488259.1509389936,234211.98012085963
2,Ta03,179LU,777002.91415716,126221.9515760788
3,Ta04,179LU,685906.5040931351,108788.31630137056
4,Ta05,179LU,0.0,0.0
5,Ta06,179LU,0.0,0.0
6,Ta07,179LU,0.0,0.0
7,Ta08,179LU,0.0,0.0
8,Ta09,179LU,0.0,0.0
9,Ta10,179LU,0.0,0.0
10,Ta11,179LU,0.0,0.0
11,Ta12,179LU,0.0,0.0
12,Ta13,179LU,0.0,0.0
13,Ta14,179LU,0.0,0.0
