,foil,isotope,fit,cov
0,Ni01,56NI,5921.548142986918,54.764334640376745
1,Ni02,56NI,6479.106847049348,57.44587317294967
2,Ni03,56NI,7137.257094210158,59.22711920964943
3,Ni04,56NI,7202.467483815199,60.39975972019411
4,Ni05,56NI,5703.381012774894,48.78252784435995
5,Ni06,56NI,4119.889670346361,35.26943069025242
6,Ni07,56NI,2026.0391692933708,18.13734932761217
7,Ni08,56NI,2472.703325105857,23.2425842764495
8,Ni09,56NI,957.3867589275222,13.003572871959914
9,Ni10,56NI,609.0386206365685,6.494840779178201
10,Ni11,56NI,257.39622159240935,3.173589983741138
11,Ni12,56NI,0.0,0.0
12,Ni13,56NI,0.0,0.0
13,Ni14,56NI,0.0,0.0
