,foil,isotope,fit,cov
0,Ni01,56CO,7133.088358769765,1693.4674075623584
1,Ni02,56CO,8584.346895579358,68.01865388547233
2,Ni03,56CO,11562.446985154957,91.52054843953613
3,Ni04,56CO,11213.372361435424,177.70639788846788
4,Ni05,56CO,10893.41410178663,88.10401796078038
5,Ni06,56CO,8509.685438221897,79.98133034375992
6,Ni07,56CO,3984.2281282262647,45.7985403935168
7,Ni08,56CO,4832.787845347732,52.24313587623972
8,Ni09,56CO,1458.2225934271114,30.388283191538275
9,Ni10,56CO,641.5798712036905,7.409681292478848
10,Ni11,56CO,76.03916274400942,1.3186529466847559
11,Ni12,56CO,0.0,0.0
12,Ni13,56CO,0.0,0.0
13,Ni14,56CO,0.0,0.0
