,foil,isotope,fit,cov
0,Ta01,177LUm,0,0
1,Ta02,177LUm,0,0
2,Ta03,177LUm,0,0
3,Ta04,177LUm,0,0
4,Ta05,177LUm,0,0
5,Ta06,177LUm,0,0
6,Ta07,177LUm,0,0
7,Ta08,177LUm,0,0
8,Ta09,177LUm,0,0
9,Ta10,177LUm,0,0
10,Ta11,177LUm,0,0
11,Ta12,177LUm,0,0
12,Ta13,177LUm,0,0
13,Ta14,177LUm,0,0
