,wa energy,wa protons/s,wa unc proton/s
0,29.56913550613734,750419072911.3693,1e-09
1,26.58872580646635,756933778131.2819,1e-09
2,23.317142780034057,780979239930.7211,1e-09
3,19.64362824287608,753507015834.8739,1e-09
4,15.332166573222192,727862889079.7904,1e-09
5,11.939491103221686,657009862077.8792,1e-09
6,7.5519605025711005,590115110948.0255,1e-09
