,beam current (nA),unc beam current (nA),unc beam current (%)
0,110.59161567616357,2.8952784019945965,2.6179908705489976
1,103.252514021658,2.5148956360632755,2.43567496626354
2,109.85258329456539,2.706599484535921,2.4638469149863145
3,107.0111106703263,2.6877845810897028,2.51168739792831
4,108.97757523636444,3.3853326836116002,3.106448896728579
5,104.71641056576176,3.963181712000786,3.784680634667012
6,105.03715373744724,4.127082748519146,3.9291646828466775
