,wa energy,wa protons/s,wa unc proton/s
0,54.68269343215149,1136836108011.4546,1e-09
1,49.5751716960995,1201541903853.9573,1e-09
2,45.58679575349257,1358147681527.9893,1e-09
3,42.663702980899586,1432756487387.9329,1e-09
4,40.83673204021575,1745716071523.55,1e-09
5,38.37733382238922,1594112429907.7668,1e-09
6,35.7112892672449,1274303770465.5952,1e-09
