,foil,isotope,fit,cov
0,Sn08,120SBg,5447490320.325604,7.545441992815082e+19
0,Sn08,117SNm1,1489.842129263713,654.677832413987
0,Sn08,117SBg,1019632.0821337848,4713103787.249797
0,Sn08,117INg,16174.911533439463,2363360849.031702
0,Sn08,123SNm1,56175.88414074081,inf
0,Sn08,111INg,26.79700503463216,2710.4214848838837
0,Sn08,118SBm1,2240.7128470430725,2329239.6684152326
0,Sn08,113SNg,49.23311244096055,1.6210100472560887
0,Sn08,115INm1,3212.695215495779,260341.2344849156
0,Sn08,122SBg,111.78567366355757,19665.014028188674
0,Sn08,110INm1,166167.0500559764,68953892475.31949
0,Sn08,111SNg,3042.287515764748,23377406.776800066
0,Sn08,116INm1,38497.0621629684,617145477.2117941
0,Sn08,124SBg,22.11378516541934,0.05570640352412491
0,Sn08,112INm1,332258.68705372984,296977055786.3
0,Sn08,116SBg,3361309.684826276,836541792858.4567
0,Sn08,115SBg,2314153.6603117734,26044253765.449333
0,Sn08,113INm1,4127.782387556503,1597792.8116968428
0,Sn08,113SNm1,418472.47644059977,134118211.56153177
0,Sn08,107CDg,880800.2229420594,inf
0,Sn08,114INm1,51.988497443683436,1.6897708862820613
0,Sn08,110INg,154.85201586454227,inf
0,Sn08,123SNg,834605.716956663,inf
0,Sn08,117INm1,47242.99858868576,25244307142.30213
