,foil,isotope,fit,cov
0,Sn01,120SBg,9342419.890876519,221516939849864.1
0,Sn01,112AGg,1000000.0,inf
0,Sn01,117SNm1,9086.515013567618,8023058.9574581655
0,Sn01,111INg,10442.707481157948,3062308.4347340125
0,Sn01,109INg,77083.10281415195,98978496.20518667
0,Sn01,118SBm1,209726.5747748884,723700151.7305951
0,Sn01,106AGm1,11792.197719897107,inf
0,Sn01,105CDg,304221.7885798901,inf
0,Sn01,122SBm1,3867397.410460905,502330031257.4001
0,Sn01,104CDg,440620.0465312247,117525675470.08865
0,Sn01,109CDg,461.311128404007,119279.77783498193
0,Sn01,113SNg,1184.2223251679022,54429.47241870473
0,Sn01,114SBg,1000000.0,0.0
0,Sn01,115INm1,20994.84782430052,48532974.365051195
0,Sn01,116INm1,202115.0587928062,23462139937.58601
0,Sn01,110INg,76354.33688051799,39411392.56086756
0,Sn01,111SBg,33449707.03125,28850114281551.18
0,Sn01,115SBg,8189066.349031093,394918875406.97424
0,Sn01,113SBg,29423621.772983927,39200757272932.164
0,Sn01,117INg,358802.38164075656,598405394012.6703
0,Sn01,104AGg,1000000.0,inf
0,Sn01,117CDm1,6103.656507375817,86106644.42555945
0,Sn01,109SNg,994016.7636079945,16371944390.697592
0,Sn01,116SBg,11733930.49999348,914568965710603.5
0,Sn01,111SNg,1184805.6415445383,44576083228.64889
0,Sn01,114INm1,468.67802479058264,5273.2987380634
0,Sn01,108AGg,1000000.0,0.0
0,Sn01,124SBm1,3560337.072391759,13543555957750.63
0,Sn01,122SBg,4136.786335989507,517273.497804432
0,Sn01,112INg,1000000.0,inf
0,Sn01,106INm1,15558882112391.568,3.360096620478151e+25
0,Sn01,115CDm1,511820.29123526043,70035120189.73402
0,Sn01,114INg,1000000.0,0.0
0,Sn01,112INm1,1000000.0,inf
0,Sn01,105AGm1,13799596638503.133,inf
0,Sn01,124SBg,47.7454938230989,0.006189670662170917
0,Sn01,123SNg,151.00198647583343,inf
