,foil,isotope,fit,cov
0,Ni07,57COg,5669.499222647413,44151.96257797519
0,Ni07,57NIg,595249.8665465087,6486024241.509959
0,Ni07,56NIg,2069.2206547748165,80771.61705972033
0,Ni07,55COg,15817.703887720132,1569900.0652560117
0,Ni07,58COg,1350.916642113146,28515.293355651833
0,Ni07,56COg,3888.2038426686895,1916.4812374829817
0,Ni07,61CUg,143465.71577271892,2266247.4290934387
0,Ni07,60CUg,1000000.0,0.0
0,Ni07,54COm1,1000000.0,inf
0,Ni07,53FEm1,1000000.0,inf
0,Ni07,51MNg,1000000.0,inf
0,Ni07,56MNg,1000000.0,inf
0,Ni07,62CUg,1000000.0,inf
