,foil,isotope,fit,cov
0,Sn07,122SBm1,11722231.688209988,156374743096.29492
0,Sn07,120SBg,71774425.00532538,9203350678591960.0
0,Sn07,111SBg,7133380.9068541,11384699184.930689
0,Sn07,112INm1,46588201.80848277,inf
0,Sn07,117SBg,903014.6609148339,13575725378.610874
0,Sn07,111INg,2227.480033560323,151.04826264376285
0,Sn07,118SBm1,323020.81901104935,48041130.654818185
0,Sn07,113SNg,42.028611484510556,7.6193615106551995
0,Sn07,113SBg,1045279.0553077047,5530766835.535837
0,Sn07,116INm1,31661.351425934743,250421007.86206785
0,Sn07,115SBg,1437454.7875686353,inf
0,Sn07,122SBg,12536.718649439883,135143.31225521292
0,Sn07,110INm1,75659.68715455224,3533128005.580949
0,Sn07,114SBg,3605316.6608378673,11779064716895.1
0,Sn07,116SBg,2229294.3355265423,3681721158.1441107
0,Sn07,111SNg,252674.94563506256,12505507.494228857
0,Sn07,117SNm1,1237.9484762227605,1313.0117574852618
0,Sn07,117INg,14490.48642492279,1998728102.409694
0,Sn07,124SBm1,1517183.4586896363,9736366186.283762
0,Sn07,124SBg,20.34609604031935,0.18821442787322878
0,Sn07,114INm1,39.17840968384371,10.015660289699932
0,Sn07,104AGg,28384.792974670523,6841186622.64954
0,Sn07,110INg,1000000.0,inf
0,Sn07,115INm1,2399.733061024378,inf
