,foil,isotope,fit,cov
0,Sn12,120SBg,59855.0653615387,16356550078.85779
0,Sn12,117SNm1,128.01113749200331,15.143827523909254
0,Sn12,111INg,197.89272073465085,7.160932977563391
0,Sn12,109INg,585.0909149585741,inf
0,Sn12,118SBm1,82270.31302879882,11483254.531896168
0,Sn12,113SNg,2.8878561164176553,0.24148725743334246
0,Sn12,117INm1,10914.722481016976,115814596.06449755
0,Sn12,111SNg,22443.609981205613,234457.92170321962
0,Sn12,117SBg,1163198.0769121214,1824031462.0438163
0,Sn12,113INm1,3474.4270109249555,inf
0,Sn12,114INm1,2.9627545820183157,inf
0,Sn12,124SBg,47.643389309284906,2.3979980702793795
0,Sn12,113SNm1,24545.841703762206,26180260.193566594
0,Sn12,117INg,12105.626060166896,136264337.68563074
0,Sn12,122SBg,1181.2421165982353,1027.554083021721
0,Sn12,116SBg,2323180.5285192076,392093515151.86084
0,Sn12,123SNm1,87514787.68959117,inf
0,Sn12,115INm1,1432.613738182816,22330.48890035197
0,Sn12,112INm1,1000000.0,inf
0,Sn12,115SBg,687474.3431397356,1363468303.115296
