,foil,isotope,fit,cov
0,Ni04,55COg,34569.10780233527,52867620.094082005
0,Ni04,60CUg,49127415.98443883,2260287584932828.0
0,Ni04,57NIg,325999.07336871256,1682351482.3565767
0,Ni04,56NIg,7507.585267671107,1012712.1920539585
0,Ni04,50MNm1,1000000.0,0.0
0,Ni04,59CUg,1000000.0,0.0
0,Ni04,52MNm1,3322516.3411736926,1660755063725.0994
0,Ni04,53FEg,1000000.0,inf
0,Ni04,54COm1,1000000.0,0.0
0,Ni04,56COg,10361.707253829496,323078.0314195865
0,Ni04,53FEm1,1000000.0,inf
0,Ni04,62COm1,1000000.0,inf
0,Ni04,62CUg,1000000.0,inf
0,Ni04,60COm1,1000000.0,0.0
0,Ni04,61FEg,1000000.0,0.0
0,Ni04,57COg,3080.4260771108356,1520.41298504582
0,Ni04,47Vg,1000000.0,inf
0,Ni04,52MNg,152.77719044939806,18.36917472682484
0,Ni04,51MNg,1000000.0,0.0
0,Ni04,58COg,4057.6162224654236,106166.17805929504
0,Ni04,52MNm1,3322516.3411736926,1660755063725.0994
0,Ni04,56MNg,563580302.5901959,2.110364326233674e+18
