,foil,isotope,fit,cov
0,Cu03,62ZNg,111629.33162810579,1909975.7313740347
0,Cu03,61CUg,3544233.345567877,2512605248.238987
0,Cu03,63ZNg,2902185.0253141024,12656703203.260466
0,Cu03,60ZNg,7625761.923329713,381470118914.56067
0,Cu03,58COg,2802.7727576732573,36856.65546347427
0,Cu03,60CUg,851279.5546408341,3724215634.0747175
0,Cu03,56COg,1.3482366289629746,1.359392623718892
0,Cu03,59CUg,1000000.0,0.0
0,Cu03,62COg,1000000.0,0.0
0,Cu03,64CUg,454543.5875270624,215918705.24814013
0,Cu03,57NIg,518.0460070080316,209734.09317138468
0,Cu03,57COg,171.73271871314248,5.963885264962179
0,Cu03,65ZNg,95.76873054908982,2.12049077628333
0,Cu03,60COg,15.733927261811273,inf
0,Cu03,60COm1,4177469.0996635985,inf
0,Cu03,62CUg,1000000.0,inf
