,foil,isotope,fit,cov
0,Cu01,57COg,749.7790435599251,109.39924154093963
0,Cu01,57NIg,5814.509421550678,4798256.85570284
0,Cu01,61FEg,1000000.0,inf
0,Cu01,62ZNg,97628.54792176548,2567562.1307004346
0,Cu01,58COg,1568.0856119612165,6302.795524567167
0,Cu01,54MNg,38.39957017166348,0.5079606379504407
0,Cu01,56COg,53.654446615789944,17.742382531108333
0,Cu01,55COg,365.9230700307124,inf
0,Cu01,59FEg,35.070965362075334,5.792928459765066
0,Cu01,65ZNg,65.7737759916408,0.4826612603578167
0,Cu01,60COg,26.006531008552244,inf
0,Cu01,60CUg,3611076.9739898685,33237584637.263527
0,Cu01,64CUg,359595.0644472415,228408773.77221605
0,Cu01,62COg,1000000.0,inf
0,Cu01,62COm1,25950931592417.723,inf
0,Cu01,60COm1,6904918.149774467,inf
0,Cu01,61CUg,2029519.0798543503,966356657.7611871
0,Cu01,60ZNg,32348152.782356117,2778298199776.2363
0,Cu01,59CUg,1000000.0,0.0
0,Cu01,62CUg,1000000.0,inf
0,Cu01,56NIg,716.3844127474315,18272.875746845864
0,Cu01,63ZNg,1463563.2474950636,1374607298.1113315
0,Cu01,56MNg,5097.730519961655,3183688.0761206634
