,foil,isotope,fit,cov
0,Ta06,176TAg,1962.7426940066953,2376308.4605717114
0,Ta06,176LUm1,143446.09847234836,41718382.667980574
0,Ta06,178TAg,178175754421.63217,2.172682917541088e+22
0,Ta06,180TAg,402427.04919729964,6236372.159621156
0,Ta06,177Wg,1814.6757910004812,481281.72046011576
0,Ta06,180HFm1,396.4504432425539,140470.70846467334
0,Ta06,175HFg,8.462602978346068,1.5364437787085747
0,Ta06,177TAg,2144.037998221555,4147454.0520526012
0,Ta06,179Wg,11394835.080309983,inf
0,Ta06,179Wm1,56147253.92491478,inf
