,foil,isotope,fit,cov
0,Sn11,117SBg,1595984.4759135977,4561792675.139673
0,Sn11,118SBm1,82864.73724258959,3563472.2941539097
0,Sn11,113SNg,33.556400411756535,3.9321260584468734
0,Sn11,116INm1,1000000.0,0.0
0,Sn11,120SBg,5217874.610282587,226267903524254.1
0,Sn11,117SNm1,428.72964788508415,168.88769565366698
0,Sn11,111INg,1911.9918397351694,434.94230927782917
0,Sn11,114INm1,6.323161016101311,inf
0,Sn11,109INg,977.2474980548064,29767.676729253417
0,Sn11,117INm1,12373.436264825043,2348473907.6345644
0,Sn11,111SNg,216992.81667283343,7131457.387645104
0,Sn11,112INm1,44037200.311394475,9657273462219038.0
0,Sn11,115INm1,2349.4999642351454,3756.0681941932567
0,Sn11,122SBg,4114.201256155064,8536.771886285962
0,Sn11,116SBg,30041465.365368403,2056258812433970.5
0,Sn11,124SBg,33.50344718063179,0.7598458511522038
0,Sn11,117INg,55464536.28693486,57291562965232.52
0,Sn11,113INm1,4041.076990119086,415792.5168859223
0,Sn11,115SBg,2280799.589955911,inf
0,Sn11,123SNg,99546.46332201036,747192150.6360769
