,foil,isotope,fit,cov
0,Cu04,62ZNg,122612.06352916498,3842200.6656581736
0,Cu04,61CUg,4263104.502171609,1419926290.120068
0,Cu04,60ZNg,1571599.8028373881,81497994582.70648
0,Cu04,58COg,2609.7528789126072,27799.972727418284
0,Cu04,62CUg,1000000.0,0.0
0,Cu04,60CUg,175443.53241131557,675439201.4438026
0,Cu04,64CUg,485567.9421048615,351061765.41258526
0,Cu04,57NIg,67.00964297237891,14712.905103959027
0,Cu04,61ZNg,569834968.4280046,25839313083931.066
0,Cu04,63ZNg,3927442.3361604186,22719150162.26938
0,Cu04,62COg,1000000.0,inf
0,Cu04,57COg,24.025558266343314,0.43951123007709336
0,Cu04,65ZNg,107.17422444192927,6.266459402289248
0,Cu04,60COg,13.056967790328107,0.4316875506843306
