,foil,isotope,fit,cov
0,Cu02,62ZNg,113659.10262967122,4423514.589042961
0,Cu02,61CUg,2549379.994246542,945983398.1353061
0,Cu02,60CUg,2635014.5550648198,54809961292.910255
0,Cu02,63ZNg,2071450.005215636,5261879299.305793
0,Cu02,60ZNg,23604269.750672825,4618163351233.218
0,Cu02,59CUg,1000000.0,0.0
0,Cu02,59FEg,7.413809600336908,52.31127930175037
0,Cu02,57NIg,2647.332075164746,1145386.6015722633
0,Cu02,57COg,524.4934414077295,44.96136146398849
0,Cu02,58COg,2089.014069689812,17400.67404130397
0,Cu02,56COg,10.22921116517575,6.6318562006129005
0,Cu02,62CUg,1000000.0,inf
0,Cu02,64CUg,418299.9584397582,158450906.0851659
0,Cu02,62COg,1000000.0,0.0
0,Cu02,61ZNg,340767125.9216668,17269102908722.123
0,Cu02,54MNg,11.451460674960593,0.29683242749286576
0,Cu02,65ZNg,83.0630080676841,3.5631384030678865
0,Cu02,60COg,18.2445454666088,0.054521755468229134
