,foil,isotope,fit,cov
0,Ni05,55COg,23503.909441091568,1375283.3949755253
0,Ni05,57COg,3113.40889621805,10599.098368415744
0,Ni05,57NIg,361500.6478439751,2285985177.606333
0,Ni05,56NIg,5898.966586656728,864084.7152052476
0,Ni05,61CUg,51976.44554522786,1570107.4122837216
0,Ni05,58COg,3801.472001047782,338629.4121882726
0,Ni05,56COg,10850.237376249559,13584.324917416312
0,Ni05,60CUg,1000000.0,inf
0,Ni05,59CUg,1000000.0,0.0
0,Ni05,53FEm1,1000000.0,inf
0,Ni05,51MNg,1000000.0,inf
0,Ni05,62CUg,1000000.0,inf
0,Ni05,52MNg,36.576350776744015,53.02034731299167
