,foil,isotope,fit,cov
0,Ni08,57COg,6156.567744630943,45786.26350021874
0,Ni08,57NIg,640845.3532617316,5829924041.6318865
0,Ni08,56NIg,2570.110059126428,135625.5987753177
0,Ni08,61CUg,173917.59897552364,133639892.78172041
0,Ni08,55COg,17781.21447342701,2405693.624933807
0,Ni08,58COg,1831.3311780122249,61253.73172867308
0,Ni08,56COg,4768.984943980945,2781.624951659754
0,Ni08,60CUg,1000000.0,0.0
0,Ni08,51MNg,1000000.0,inf
0,Ni08,60COm1,22940083.06114089,inf
0,Ni08,56MNg,1000000.0,inf
0,Ni08,60COg,86.4011717558349,inf
0,Ni08,60COm1,22940083.06114089,inf
