,foil,isotope,fit,cov
0,Sn09,120SBg,1948717.0409312786,12397970819468.186
0,Sn09,117SNm1,1178.253170178942,3833.5126549718725
0,Sn09,117SBg,1453533.6799468247,23153056210.140766
0,Sn09,111INg,2729.1355164021193,618.9143699151175
0,Sn09,113SNg,48.06671424802862,8.149362284017078
0,Sn09,118SBm1,275149.354649813,41744779.303322576
0,Sn09,116INm1,28668.848041945545,195198391.53821644
0,Sn09,113INm1,3121.232025030004,545515.4082709923
0,Sn09,112INm1,1000000.0,inf
0,Sn09,122SBg,15986.796317270204,193598.51526375386
0,Sn09,123SNg,367981.4004471302,inf
0,Sn09,124SBg,23.754502304159335,0.5311324861850848
0,Sn09,117INg,28277.577697274486,3774146218.0053153
0,Sn09,114INm1,32.84887498030393,6.707395650015186
0,Sn09,111SNg,309635.7581910846,18839146.385525897
0,Sn09,110INm1,1069797.4917577524,586947723782.4127
0,Sn09,115INm1,2417.245201218164,inf
0,Sn09,115SBg,2795522.3800742365,91692866971.93889
0,Sn09,108INg,5648.479805709859,inf
0,Sn09,116SBg,1926961.7301202654,inf
