,foil,isotope,fit,cov
0,Ni02,61FEg,1000000.0,0.0
0,Ni02,60CUg,141878551.09883222,1.0209374736074454e+16
0,Ni02,57NIg,314621.13647500944,2224293277.9785495
0,Ni02,56NIg,6858.226498946163,1036669.1264300807
0,Ni02,59CUg,1000000.0,0.0
0,Ni02,52MNm1,116060690.49863935,86161868439006.23
0,Ni02,53FEm1,1000000.0,0.0
0,Ni02,51MNg,71027.7061843358,5304567594.768977
0,Ni02,58COg,3150.2753932395026,53655.681899898314
0,Ni02,56MNg,6724801443.475051,inf
0,Ni02,60COm1,37115137759606.61,6.582940312339114e+27
0,Ni02,57COg,3176.4554750907887,591.3235423685194
0,Ni02,52MNg,5336.527354694781,9342.944368611652
0,Ni02,55COg,163879.30105796727,263915646.53154948
0,Ni02,56COg,8582.665080519433,128003.12697075849
0,Ni02,52MNm1,116060690.49863935,86161868439006.23
0,Ni02,47Vg,1000000.0,inf
0,Ni02,50MNm1,1000000.0,0.0
0,Ni02,51CRg,82.3597818264146,inf
0,Ni02,54COm1,1000000.0,0.0
0,Ni02,54MNg,39.65970200686003,inf
0,Ni02,62CUg,1000000.0,0.0
0,Ni02,62COm1,781540208.6788851,1.355068494243459e+20
0,Ni02,60COm1,37115137759606.61,6.582940312339114e+27
0,Ni02,53FEg,1000000.0,inf
