,foil,isotope,fit,cov
0,Ta03,178TAg,1000000.0,0.0
0,Ta03,180TAg,463388.0191893094,21922488669.61496
0,Ta03,177TAg,441345.74683088186,366806429.0724262
0,Ta03,175TAg,36709.76558959545,9586006.339420792
0,Ta03,175HFg,226.47617717767233,359.2009363313839
0,Ta03,177Wg,10889580.38639394,23317025019.252617
0,Ta03,176TAg,4864.845031284074,1138090.5948475068
0,Ta03,179LUg,285308.89612693654,21801708555.453403
0,Ta03,180HFm1,8140.703900998289,77462539.85745835
0,Ta03,179Wm1,1000000.0,inf
0,Ta03,181Wg,2641.3059513865833,inf
