,foil,isotope,fit,cov
0,Sn04,122SBm1,14415611.959630892,57943457514.05869
0,Sn04,120SBg,112994409198.89395,2.290822581211684e+22
0,Sn04,111SBg,41255837.82541695,630781069124.282
0,Sn04,117SBg,6543113.991815517,5852948457.136239
0,Sn04,111INg,12842.848383168042,15565.485911026144
0,Sn04,109INg,11326.641834295508,inf
0,Sn04,118SBm1,870300.9530978799,534819665.87640715
0,Sn04,113SNg,706.8083078211042,1485.373488846535
0,Sn04,109SNg,146208.60367678755,944601503.2324954
0,Sn04,115INm1,21306.505739089727,6961957.780142612
0,Sn04,113SBg,17561402.55469621,1140616186398.937
0,Sn04,122SBg,15419.774378124608,61561.372956647116
0,Sn04,117CDm1,32411.931710624543,1043263339.6242256
0,Sn04,110INg,9711.708952938776,597950.4447618322
0,Sn04,110INm1,236476.69425711938,181910879346.4367
0,Sn04,116INm1,121248.23288958438,21371464581.02339
0,Sn04,114SBg,1000000.0,inf
0,Sn04,111SNg,1461198.6553313266,216143671.3076321
0,Sn04,124SBg,69.3860261037517,0.882074113631735
0,Sn04,112AGg,41416.24361265786,inf
0,Sn04,105CDg,1000000.0,inf
0,Sn04,106INm1,32867366696.176308,8.573440863887564e+20
0,Sn04,117SNm1,9655.204674077848,25387.6811205314
0,Sn04,117INg,117376.46870211394,123533959080.18828
0,Sn04,123SNm1,1000000.0,0.0
0,Sn04,114INm1,261.6406171065522,127.40587918958896
0,Sn04,117INm1,71954.04379952939,33264423617.381897
0,Sn04,108INg,96066.70591675298,inf
0,Sn04,116SBg,6779489.491349199,7024008283932.923
0,Sn04,124SBm1,5174045.83426674,12587388761.803514
0,Sn04,109INm1,2102021.8589049797,inf
