,foil,isotope,fit,cov
0,Sn06,122SBm1,6894053.942269858,23130572302.54866
0,Sn06,113SBg,927364.6472110153,4438502759.396283
0,Sn06,111SBg,6521354.801903385,12031975264.413364
0,Sn06,117SNm1,1503.3277678788024,559.5923483473069
0,Sn06,117SBg,825278.6474210165,42023611406.85473
0,Sn06,117INg,17573.37238099541,4242724744.7958627
0,Sn06,123SNm1,43215.89165290625,inf
0,Sn06,111INg,2036.6018168224507,449.2641531578936
0,Sn06,118SBm1,353100.01288165344,53846994.1069588
0,Sn06,113SNg,37.324188774946684,4.280788137746998
0,Sn06,116INm1,28154.82432310519,374129205.7696571
0,Sn06,115SBg,1000000.0,inf
0,Sn06,124SBm1,1331232.3237122393,1211355360.8725584
0,Sn06,122SBg,7374.280649719809,9414.457003511376
0,Sn06,108INm1,20913.938436493314,122698309.41797374
0,Sn06,110INm1,33680.66711258471,1701842768.8883796
0,Sn06,114SBg,1000000.0,0.0
0,Sn06,116SBg,2713880.7684063213,inf
0,Sn06,120SBg,8378571048.968207,1.3027097112856884e+20
0,Sn06,104AGg,1000000.0,inf
0,Sn06,111SNg,230997.88687737213,13252547.602031354
0,Sn06,114INm1,42.3493312386756,4.165938687033205
0,Sn06,124SBg,17.85237858092452,0.17427899180451714
0,Sn06,106INg,1000000.0,inf
0,Sn06,115INm1,3077.4953205477314,inf
