,foil,isotope,fit,cov
0,Sn03,117SBg,7117868.758910498,2397223476349.1665
0,Sn03,123SNm1,224234.9557265454,4043725574.946305
0,Sn03,111INg,15785.069627946472,69231.94914214067
0,Sn03,120SBg,40269771.55068876,3.912960891655432e+16
0,Sn03,109INg,36343.56385767224,4018784.1523950575
0,Sn03,118SBm1,519344.38093000156,136735318.63752997
0,Sn03,117CDm1,8401.957278838869,79186630.79480803
0,Sn03,116INm1,145676.0564472006,14984027736.497662
0,Sn03,106AGm1,87.47670445137818,4775.913240757383
0,Sn03,122SBm1,10662963.620084817,208110775044.33664
0,Sn03,111SBg,50727423.702055745,1316356750230.5288
0,Sn03,117SNm1,11982.229902166117,39829.38258368084
0,Sn03,111CDm1,66125215.40895356,inf
0,Sn03,113SNg,1703.5493087301084,7487.151178857686
0,Sn03,115INm1,22433.339384403356,21168294.93586855
0,Sn03,113SBg,42327033.81263795,6300561735610.853
0,Sn03,104AGg,1000000.0,0.0
0,Sn03,122SBg,11405.707114071396,151969.89179935452
0,Sn03,124SBg,63.4609153980933,4.231544136072204
0,Sn03,112INg,1000000.0,inf
0,Sn03,110INg,25656.241134697826,761646.1878729501
0,Sn03,109SNg,472666.8031656263,4852482847.451096
0,Sn03,110INm1,2785048.0257729185,7196246784271.87
0,Sn03,111SNg,1796680.757325903,1394391300.7296073
0,Sn03,116SBg,5515272.423213748,inf
0,Sn03,114SBg,164537982562.54343,6.0147773804669e+22
0,Sn03,112INm1,1000000.0,inf
0,Sn03,114INm1,406.6466556847744,258.120677469562
0,Sn03,117INm1,38366.099069696895,4751665622.175596
0,Sn03,115SBg,13471950.120689351,89604518901455.05
0,Sn03,115CDm1,369.3494597976028,4523034.828495597
0,Sn03,117INg,155305.42436704086,101575717231.96616
0,Sn03,108AGg,1000000.0,inf
0,Sn03,106INm1,299668781.0868175,9.744887577919926e+16
0,Sn03,124SBm1,4732216.317874693,54133347097.607895
0,Sn03,106AGg,1000000.0,inf
0,Sn03,114INg,1000000.0,0.0
0,Sn03,105CDg,646915.1467396504,inf
0,Sn03,112AGg,28481.05785471939,inf
0,Sn03,109INm1,6744714.5236267075,207614680902.9745
0,Sn03,105INg,6434815.01878956,inf
0,Sn03,123SNg,151.98922020573676,inf
