,foil,isotope,fit,cov
0,Ni06,60CUg,1000000.0,0.0
0,Ni06,57COg,3967.1957528861003,22112.055350723767
0,Ni06,57NIg,443293.36864109564,3572047635.0569983
0,Ni06,56NIg,4286.7520732421835,400095.4767334541
0,Ni06,54COm1,1000000.0,0.0
0,Ni06,53FEm1,1000000.0,inf
0,Ni06,51MNg,1000000.0,inf
0,Ni06,58COg,3213.3153443411848,106655.7314835314
0,Ni06,56MNg,1000000.0,inf
0,Ni06,60COg,149.63028929167567,inf
0,Ni06,60COm1,39727901.3359621,inf
0,Ni06,55COg,16832.81120134355,1264467.4250992036
0,Ni06,56COg,8427.023449248094,5969.697126519006
0,Ni06,60COm1,39727901.3359621,inf
0,Ni06,62COg,1000000.0,inf
0,Ni06,61CUg,78670.23247579813,718832.0696411873
