,foil,isotope,fit,cov
0,Cu06,62ZNg,220865.49633011164,8388931.279656341
0,Cu06,61CUg,3497120.107097495,3046729508.14555
0,Cu06,58COg,1331.5868343643267,9504.47014340735
0,Cu06,62CUg,2886127442405.1147,2.082987165975319e+25
0,Cu06,60CUg,44301.95647085813,520537210.0503487
0,Cu06,64CUg,556456.8081933238,151310019.56664893
0,Cu06,57NIg,89.87674039702623,4785.21139743566
0,Cu06,57COg,1.1658171717914578,inf
0,Cu06,65ZNg,126.2525795889439,2.892299780777116
0,Cu06,60COg,3.453507776150961,inf
0,Cu06,63ZNg,4620040.801501057,20561959697.253643
0,Cu06,61ZNg,467448819.4168248,55462319155903.94
