,foil,isotope,fit,cov
0,Sn05,120SBg,19594207.114215612,2311833048425070.5
0,Sn05,117SNm1,1837.760638988073,86.40511087634533
0,Sn05,117SBg,1070683.0850313546,11285514881.27595
0,Sn05,111INg,2399.1475832651577,879.4663857282166
0,Sn05,109SNg,16657.368321606442,inf
0,Sn05,113SNg,64.35720331066165,45.152219024763255
0,Sn05,116INm1,30414.698052786724,971465132.3906665
0,Sn05,122SBm1,4261064.1774557745,60646650521.03601
0,Sn05,112INm1,1000000.0,inf
0,Sn05,114INm1,50.26403855182099,0.9352129272797559
0,Sn05,104AGg,1000000.0,inf
0,Sn05,124SBg,17.329292852420615,0.3478997875220023
0,Sn05,106INg,1000000.0,0.0
0,Sn05,110INg,1664.5364395481743,1626610.0031480044
0,Sn05,113SBg,1599387.634585144,30930393269.68365
0,Sn05,111SBg,7683353.048650137,23841143038.75165
0,Sn05,117INg,17462.73601278514,5236603994.481348
0,Sn05,118SBm1,279709.8764568455,33377974.934806574
0,Sn05,115SBg,1704428.867341475,inf
0,Sn05,124SBm1,1292222.6358145573,8195366423.058853
0,Sn05,117CDm1,21274.22680543808,514661484.0844592
0,Sn05,106INm1,1325964.0921315923,1089450515237.3071
0,Sn05,109INm1,239769.13140303514,inf
0,Sn05,116SBg,2600021.902219153,58323312738.02719
0,Sn05,122SBg,4557.8745028694275,52827.78770899254
0,Sn05,111SNg,272155.17682510323,23901673.80531533
0,Sn05,109INg,1291.9842210071854,inf
0,Sn05,115INm1,4583.670005025882,51160.37105741491
0,Sn05,110INm1,214254.50796939209,43997174788.033356
0,Sn05,117INm1,37363.22070794759,47519433945.46133
0,Sn05,111CDm1,48637.66789362066,inf
