#ZVView-data-copy:   2-Mar-2026 12:13:18
#=======================================
#
#name:   29-CU-0(P,X)27-CO-55,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  106
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          71.2            0     0.000252       4.3e-5  # 1992,S.J.Mills+          ## A0507012  #dY:17.1%  
          71.4         0.55     0.000266      2.38e-5  # 1997,R.Michel+           ## O0276129  #dY:8.9%   
         72.22        0.305     0.000647         6e-5  # 2021,M.B.Fox+            ## C2702032  #dY:9.3%   
          73.7            0     0.000424       8.2e-5  # 1992,S.J.Mills+          ## A0507012  #dY:19.3%  
            74         1.04     0.000816      0.00016  # 1997,R.Michel+           ## O0276129  #dY:19.6%  
          76.2            0     0.000712       8.5e-5  # 1992,S.J.Mills+          ## A0507012  #dY:11.9%  
          78.6            0      0.00096      0.00011  # 1992,S.J.Mills+          ## A0507012  #dY:11.5%  
          78.6          0.9     0.000788       6.9e-5  # 2016,S.A.Graves+         ## C2243002  #dY:8.8%   
         79.03        0.285      0.00143      0.00011  # 2021,M.B.Fox+            ## C2702032  #dY:7.7%   
         79.95         0.64     0.001015       5.8e-5  # 2018,A.S.Voyles+         ## C2327007  #dY:5.7%   
            80            0      0.00096       4.8e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
            81            0      0.00118      0.00013  # 1992,S.J.Mills+          ## A0507012  #dY:11.0%  
          83.3            0       0.0013      0.00014  # 1992,S.J.Mills+          ## A0507012  #dY:10.8%  
          84.9        0.766      0.00164     0.000171  # 1997,R.Michel+           ## O0276129  #dY:10.4%  
          85.6            0      0.00153      0.00015  # 1992,S.J.Mills+          ## A0507012  #dY:9.8%   
          87.9            0      0.00155      0.00015  # 1992,S.J.Mills+          ## A0507012  #dY:9.7%   
          88.1        0.791      0.00195     0.000298  # 1997,R.Michel+           ## O0276129  #dY:15.3%  
          89.4          0.6       0.0016      0.00011  # 2016,S.A.Graves+         ## C2243002  #dY:6.9%   
         89.74         0.43      0.00171      0.00011  # 2018,A.S.Voyles+         ## C2327007  #dY:6.4%   
          90.1            0      0.00168      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:10.1%  
         90.94         0.26       0.0025      0.00018  # 2021,M.B.Fox+            ## C2702032  #dY:7.2%   
          92.2            0      0.00168      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:10.1%  
          94.3            0      0.00176      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:9.7%   
          96.4            0      0.00176      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:9.7%   
          99.7            0      0.00182      0.00019  # 1992,S.J.Mills+          ## A0507012  #dY:10.4%  
          99.9          1.5      0.00181      0.00014  # 1997,R.Michel+           ## O0276129  #dY:7.7%   
          99.9          1.7      0.00173     0.000155  # 1997,R.Michel+           ## O0276129  #dY:9.0%   
           100            0      0.00144       7.2e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
           101         1.69      0.00175      0.00019  # 1997,R.Michel+           ## O0276129  #dY:10.9%  
        104.49         0.37      0.00177       0.0001  # 2021,M.B.Fox+            ## C2702032  #dY:5.6%   
         105.4            0      0.00181      0.00019  # 1992,S.J.Mills+          ## A0507012  #dY:10.5%  
           111          1.4      0.00176      0.00013  # 1997,R.Michel+           ## O0276129  #dY:7.4%   
           111         1.61       0.0017     0.000182  # 1997,R.Michel+           ## O0276129  #dY:10.7%  
           111         1.61      0.00169     0.000148  # 1997,R.Michel+           ## O0276129  #dY:8.8%   
         112.2            0      0.00165      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:10.3%  
         118.7            0      0.00166      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:9.6%   
        120.02        0.335     0.001679         9e-5  # 2021,M.B.Fox+            ## C2702032  #dY:5.4%   
           121          1.3      0.00182      0.00014  # 1997,R.Michel+           ## O0276129  #dY:7.7%   
           121         1.53      0.00176     0.000177  # 1997,R.Michel+           ## O0276129  #dY:10.1%  
           121         1.53      0.00179     0.000158  # 1997,R.Michel+           ## O0276129  #dY:8.8%   
         122.6            0      0.00165      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:9.7%   
         127.9            0      0.00176      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:9.7%   
           131          1.3      0.00193      0.00014  # 1997,R.Michel+           ## O0276129  #dY:7.3%   
           131         1.43      0.00189       0.0002  # 1997,R.Michel+           ## O0276129  #dY:10.6%  
           131         1.43       0.0019     0.000168  # 1997,R.Michel+           ## O0276129  #dY:8.8%   
           133            0      0.00169      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:9.5%   
        134.08         0.31     0.001813       9.1e-5  # 2021,M.B.Fox+            ## C2702032  #dY:5.0%   
         137.9            0      0.00172      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:9.3%   
           140          1.2      0.00201      0.00015  # 1997,R.Michel+           ## O0276129  #dY:7.5%   
           140         1.34      0.00208     0.000219  # 1997,R.Michel+           ## O0276129  #dY:10.5%  
           140         1.35      0.00195     0.000173  # 1997,R.Michel+           ## O0276129  #dY:8.9%   
         142.7            0      0.00193      0.00018  # 1992,S.J.Mills+          ## A0507012  #dY:9.3%   
         147.5            0      0.00189      0.00018  # 1992,S.J.Mills+          ## A0507012  #dY:9.5%   
           148          1.1      0.00205      0.00015  # 1997,R.Michel+           ## O0276129  #dY:7.3%   
           148         1.26      0.00194      0.00017  # 1997,R.Michel+           ## O0276129  #dY:8.8%   
        148.86         0.29      0.00206       0.0001  # 2021,M.B.Fox+            ## C2702032  #dY:4.9%   
           149         1.25      0.00199     0.000211  # 1997,R.Michel+           ## O0276129  #dY:10.6%  
           150            0       0.0017       8.5e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
         153.1            0      0.00192      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:8.9%   
           158          1.1      0.00205      0.00015  # 1997,R.Michel+           ## O0276129  #dY:7.3%   
           158         1.14      0.00213     0.000229  # 1997,R.Michel+           ## O0276129  #dY:10.8%  
           158         1.14      0.00201     0.000182  # 1997,R.Michel+           ## O0276129  #dY:9.1%   
         158.7            0      0.00186      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:8.6%   
        163.49         0.27     0.001995       9.7e-5  # 2021,M.B.Fox+            ## C2702032  #dY:4.9%   
         164.1            0      0.00187      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:9.1%   
         169.4            0      0.00191      0.00018  # 1992,S.J.Mills+          ## A0507012  #dY:9.4%   
         177.2            0      0.00189      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:8.5%   
        177.28         0.26      0.00212      0.00011  # 2021,M.B.Fox+            ## C2702032  #dY:5.2%   
         183.8            0       0.0019      0.00016  # 1992,S.J.Mills+          ## A0507012  #dY:8.4%   
         190.2            0      0.00203      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:8.4%   
        192.54        0.245      0.00204      0.00011  # 2021,M.B.Fox+            ## C2702032  #dY:5.4%   
         196.6            0      0.00192      0.00017  # 1992,S.J.Mills+          ## A0507012  #dY:8.9%   
           200            0      0.00186       9.3e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
           250            0      0.00183      9.15e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
           300            0      0.00192       9.6e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
           350            0      0.00176       8.8e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
           450            0      0.00167      8.35e-5  # 1984,L.R.Greenwood+      ## C0537009  #dY:5.0%   
          1200        0.986      0.00184     0.000123  # 1997,R.Michel+           ## O0276129  #dY:6.7%   
//
#-------------------------------------------------------------------------------
