#ZVView-data-copy:  27-Jan-2026 14:08:43
#=======================================
#
#name:   73-TA-0(P,X)74-W-178,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  23
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          23.7         0.44       0.0029       0.0005  # 2018,M.Shahid+           ## D7031003  #dY:17.2%  
          25.8          0.4       0.0273       0.0019  # 2018,M.Shahid+           ## D7031003  #dY:7.0%   
          27.9         0.39         0.17       0.0067  # 2018,M.Shahid+           ## D7031003  #dY:3.9%   
          29.7         0.39        0.428       0.0139  # 2018,M.Shahid+           ## D7031003  #dY:3.2%   
          31.6         0.37         0.66       0.0193  # 2018,M.Shahid+           ## D7031003  #dY:2.9%   
          33.3         0.33        0.806       0.0232  # 2018,M.Shahid+           ## D7031003  #dY:2.9%   
            35         0.33          0.9       0.0256  # 2018,M.Shahid+           ## D7031003  #dY:2.8%   
          36.6         0.33        0.953       0.0268  # 2018,M.Shahid+           ## D7031003  #dY:2.8%   
          38.1          0.3        0.883       0.0251  # 2018,M.Shahid+           ## D7031003  #dY:2.8%   
          39.6          0.3        0.742       0.0218  # 2018,M.Shahid+           ## D7031003  #dY:2.9%   
          41.1         0.29        0.635        0.019  # 2018,M.Shahid+           ## D7031003  #dY:3.0%   
          42.5         0.29        0.507       0.0155  # 2018,M.Shahid+           ## D7031003  #dY:3.1%   
            43            1         0.69         0.06  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:8.7%   
          43.9         0.29        0.422       0.0273  # 2018,M.Shahid+           ## D7031003  #dY:6.5%   
            66            1        0.102        0.009  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:8.8%   
            97            1       0.0574       0.0059  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:10.3%  
           148            1       0.0307       0.0035  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:11.4%  
           248            1       0.0167       0.0034  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:20.4%  
           399            2       0.0112       0.0015  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:13.4%  
           599            2       0.0097       0.0015  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:15.5%  
           799            2       0.0073       0.0011  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:15.1%  
          1199            3       0.0082        0.001  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:12.2%  
          1598            4       0.0061       0.0012  # 2011,Yu.E.Titarenko+     ## A0904316  #dY:19.7%  
//
#-------------------------------------------------------------------------------
