#ZVView-data-copy:   3-Mar-2026 15:35:21
#=======================================
#
#name:   28-NI-0(P,X)27-CO-56,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  37
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
            43            1        0.208        0.017  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:8.2%   
         47.87         0.83        0.141        0.014  # 1985,R.Michel+           ## A0100060  #dY:9.9%   
          52.1         0.79        0.128        0.013  # 1985,R.Michel+           ## A0100060  #dY:10.2%  
         56.75         0.74        0.116        0.011  # 1985,R.Michel+           ## A0100060  #dY:9.5%   
         62.13         0.68        0.101         0.01  # 1985,R.Michel+           ## A0100060  #dY:9.9%   
            66            1       0.0939       0.0079  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:8.4%   
         67.28         0.61        0.102         0.01  # 1985,R.Michel+           ## A0100060  #dY:9.8%   
         72.08         0.54        0.099        0.011  # 1985,R.Michel+           ## A0100060  #dY:11.1%  
         76.78         0.45        0.092         0.01  # 1985,R.Michel+           ## A0100060  #dY:10.9%  
          77.4          1.8       0.0841       0.0085  # 1985,R.Michel+           ## A0100060  #dY:10.1%  
          87.7          1.7        0.074       0.0083  # 1985,R.Michel+           ## A0100060  #dY:11.2%  
            97            1       0.0769       0.0069  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:9.0%   
          97.5          1.7       0.0659       0.0066  # 1985,R.Michel+           ## A0100060  #dY:10.0%  
         106.7          1.7       0.0609       0.0063  # 1985,R.Michel+           ## A0100060  #dY:10.3%  
         115.3          1.6       0.0571       0.0057  # 1985,R.Michel+           ## A0100060  #dY:10.0%  
           124          1.6       0.0548       0.0055  # 1985,R.Michel+           ## A0100060  #dY:10.0%  
         132.2          1.5       0.0525       0.0053  # 1985,R.Michel+           ## A0100060  #dY:10.1%  
         140.2          0.4       0.0509       0.0051  # 1985,R.Michel+           ## A0100060  #dY:10.0%  
         147.9          1.4       0.0485       0.0049  # 1985,R.Michel+           ## A0100060  #dY:10.1%  
           148            1       0.0578       0.0053  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:9.2%   
         153.9          1.8       0.0478       0.0043  # 1985,R.Michel+           ## A0100060  #dY:9.0%   
         159.9          1.7       0.0459       0.0041  # 1985,R.Michel+           ## A0100060  #dY:8.9%   
         165.3          0.2       0.0452       0.0046  # 1985,R.Michel+           ## A0100060  #dY:10.2%  
         165.9          1.7       0.0444       0.0045  # 1985,R.Michel+           ## A0100060  #dY:10.1%  
         171.7          1.7       0.0435       0.0039  # 1985,R.Michel+           ## A0100060  #dY:9.0%   
         177.4          1.6       0.0425       0.0038  # 1985,R.Michel+           ## A0100060  #dY:8.9%   
         182.9          1.6       0.0418       0.0042  # 1985,R.Michel+           ## A0100060  #dY:10.0%  
         188.4          1.5       0.0415       0.0038  # 1985,R.Michel+           ## A0100060  #dY:9.2%   
         193.6          1.5       0.0404       0.0037  # 1985,R.Michel+           ## A0100060  #dY:9.2%   
         198.9          1.4       0.0402       0.0036  # 1985,R.Michel+           ## A0100060  #dY:9.0%   
           249            1       0.0408       0.0035  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:8.6%   
           399            2       0.0388       0.0039  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:10.1%  
           599            2       0.0375       0.0038  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:10.1%  
           799            2       0.0323       0.0029  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:9.0%   
          1199            3        0.032       0.0035  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:10.9%  
          1598            4       0.0257       0.0024  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:9.3%   
          2605            8       0.0219       0.0022  # 2011,Yu.E.Titarenko+     ## A0906035  #dY:10.0%  
            30          2.1         0.03       0.0057  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:19.0%  
            36          1.3         0.22        0.044  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:20.0%  
            50          2.1         0.17        0.032  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:18.8%  
            59          1.2         0.15        0.029  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:19.3%  
            70          0.9         0.18        0.035  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:19.4%  
            79          2.2         0.13        0.021  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:16.2%  
            89          1.9         0.12        0.021  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:17.5%  
            98          1.5          0.1        0.019  # 1987,V.N.Aleksandrov+    ## A0351013  #dY:19.0%  
           8.2          1.5       0.0067       0.0008  # 2015,A.Hermanne+         ## D4324018  #dY:11.9%  
          10.3          1.3       0.0043       0.0005  # 2015,A.Hermanne+         ## D4324018  #dY:11.6%  
          12.2          1.2       0.0046       0.0006  # 2015,A.Hermanne+         ## D4324018  #dY:13.0%  
          13.8          1.1       0.0043       0.0005  # 2015,A.Hermanne+         ## D4324018  #dY:11.6%  
          15.3            1       0.0068       0.0008  # 2015,A.Hermanne+         ## D4324018  #dY:11.8%  
          16.7          0.9       0.0068       0.0008  # 2015,A.Hermanne+         ## D4324018  #dY:11.8%  
         17.62         1.17      0.00043       0.0001  # 2016,E.Garrido+          ## O2315011  #dY:23.3%  
          17.7          0.4       2.2e-5         3e-6  # 1991,F.Tarkanyi+         ## D4002004  #dY:13.6%  
          17.8          0.9       0.0001         1e-5  # 2014,N.Amjed+            ## D4301007  #dY:10.0%  
            18          1.3       0.0002         3e-5  # 2014,N.Amjed+            ## D4301007  #dY:15.0%  
          18.1          0.8       0.0045       0.0005  # 2015,A.Hermanne+         ## D4324018  #dY:11.1%  
          18.4          0.4      0.00012         2e-5  # 1991,F.Tarkanyi+         ## D4002004  #dY:16.7%  
          18.6          0.8       0.0004         4e-5  # 2014,N.Amjed+            ## D4301007  #dY:10.0%  
          19.1          0.4      0.00035         4e-5  # 1991,F.Tarkanyi+         ## D4002004  #dY:11.4%  
          19.1        0.807     0.000993      5.24e-5  # 1997,R.Michel+           ## O0276109  #dY:5.3%   
          19.3          0.2      0.00052         7e-5  # 1991,F.Tarkanyi+         ## D4002004  #dY:13.5%  
          19.3          0.7       0.0049       0.0006  # 2015,A.Hermanne+         ## D4324018  #dY:12.2%  
          19.4          0.8       0.0008       0.0001  # 2014,N.Amjed+            ## D4301007  #dY:12.5%  
          19.6          0.2      0.00063         8e-5  # 1991,F.Tarkanyi+         ## D4002004  #dY:12.7%  
         19.63         1.08      0.00096      0.00017  # 2016,E.Garrido+          ## O2315011  #dY:17.7%  
          19.7          1.2        0.002       0.0002  # 2014,N.Amjed+            ## D4301007  #dY:10.0%  
            20          0.4      0.00101      0.00013  # 1991,F.Tarkanyi+         ## D4002004  #dY:12.9%  
          20.1          0.7       0.0018       0.0002  # 2014,N.Amjed+            ## D4301007  #dY:11.1%  
          20.4          0.2      0.00141      0.00016  # 1991,F.Tarkanyi+         ## D4002004  #dY:11.3%  
          20.5          0.7        0.007       0.0008  # 2015,A.Hermanne+         ## D4324018  #dY:11.4%  
          20.6          0.2      0.00183      0.00021  # 1991,F.Tarkanyi+         ## D4002004  #dY:11.5%  
          20.9          0.3       0.0023      0.00022  # 1991,F.Tarkanyi+         ## D4002004  #dY:9.6%   
          20.9          0.6       0.0033       0.0004  # 2014,N.Amjed+            ## D4301007  #dY:12.1%  
            21          1.6       0.0051       0.0006  # 2014,N.Amjed+            ## D4301007  #dY:11.8%  
          21.4          0.2      0.00321      0.00035  # 1991,F.Tarkanyi+         ## D4002004  #dY:10.9%  
          21.4         0.45         5e-5         1e-5  # 2007,F.S.Al-Saleh+       ## O1503003  #dY:20.0%  
          21.5          0.3      0.00357      0.00035  # 1991,F.Tarkanyi+         ## D4002004  #dY:9.8%   
          21.5          1.1       0.0048       0.0006  # 2014,N.Amjed+            ## D4301007  #dY:12.5%  
          21.6          0.5       0.0051       0.0006  # 2014,N.Amjed+            ## D4301007  #dY:11.8%  
          21.6          0.7       0.0108       0.0013  # 2015,A.Hermanne+         ## D4324018  #dY:12.0%  
          21.7          0.2      0.00386      0.00037  # 1991,F.Tarkanyi+         ## D4002004  #dY:9.6%   
          22.1          0.3      0.00471      0.00046  # 1991,F.Tarkanyi+         ## D4002004  #dY:9.8%   
          22.1          1.5       0.0075       0.0008  # 2014,N.Amjed+            ## D4301007  #dY:10.7%  
          22.2          0.4        0.007       0.0008  # 2014,N.Amjed+            ## D4301007  #dY:11.4%  
