#ZVView-data-copy:   3-Mar-2026 15:05:22
#=======================================
#
#name:   28-NI-0(P,X)27-CO-57,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  301
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          24.5        0.718        0.543       0.0279  # 1997,R.Michel+           ## O0276110  #dY:5.1%   
         24.74         0.45        0.436        0.044  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:10.1%  
         24.79         0.45        0.436        0.044  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:10.1%  
          24.8            0       0.5753       0.0646  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          24.8          0.8       0.5917       0.0664  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          24.8          0.6        0.494        0.059  # 2015,A.Hermanne+         ## D4324019  #dY:11.9%  
          24.9          1.2       0.5399       0.0606  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          25.1          0.5        0.428        0.041  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:9.6%   
         25.13         0.85      0.54991      0.04868  # 2016,E.Garrido+          ## O2315012  #dY:8.9%   
          25.3          0.3        0.442        0.044  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.0%  
          25.4          0.5        0.428        0.043  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:10.0%  
          25.5          0.5        0.437        0.041  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:9.4%   
          25.7          0.8       0.3471        0.033  # 2011,M.U.Khandaker+      ## D7002004  #dY:9.5%   
          25.8          0.3         0.44        0.044  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.0%  
          25.8          1.1        0.521       0.0585  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          25.8          0.5         0.55        0.066  # 2015,A.Hermanne+         ## D4324019  #dY:12.0%  
            26          0.5        0.425         0.04  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:9.4%   
          26.2          0.5        0.426         0.04  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:9.4%   
          26.3          0.3        0.441        0.044  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.0%  
          26.3          0.7       0.5118       0.0575  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          26.3          0.8       0.3257       0.0311  # 2011,M.U.Khandaker+      ## D7002004  #dY:9.5%   
          26.5          0.5        0.425        0.043  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:10.1%  
          26.7            1        0.525       0.0589  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          26.9          0.5        0.432        0.041  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:9.5%   
            27          0.3        0.429        0.043  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.0%  
            27          0.5        0.414        0.042  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:10.1%  
          27.2          0.4        0.513        0.062  # 2015,A.Hermanne+         ## D4324019  #dY:12.1%  
          27.2          0.5        0.439        0.041  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:9.3%   
          27.4          0.5        0.418        0.043  # 2007,F.S.Al-Saleh+       ## O1503006  #dY:10.3%  
          27.5          0.2        0.416         0.04  # 1991,F.Tarkanyi+         ## D4002003  #dY:9.6%   
          27.5            1       0.4636       0.0521  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          27.8          0.6       0.4702       0.0528  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          27.9          0.2        0.406        0.039  # 1991,F.Tarkanyi+         ## D4002003  #dY:9.6%   
          28.1          0.7       0.3026       0.0289  # 2011,M.U.Khandaker+      ## D7002004  #dY:9.6%   
          28.3          0.9       0.4585       0.0515  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          28.6          0.4        0.479        0.057  # 2015,A.Hermanne+         ## D4324019  #dY:11.9%  
          28.6          0.7       0.2976       0.0284  # 2011,M.U.Khandaker+      ## D7002004  #dY:9.5%   
          28.7          0.2        0.388        0.039  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.1%  
            29        0.649        0.427        0.022  # 1997,R.Michel+           ## O0276110  #dY:5.2%   
          29.1          0.2        0.356        0.036  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.1%  
          29.2          0.8        0.454        0.051  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          29.2          0.5       0.4385       0.0492  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          29.6          0.2        0.359        0.039  # 1991,F.Tarkanyi+         ## D4002003  #dY:10.9%  
         29.85         0.58      0.42846      0.03616  # 2016,E.Garrido+          ## O2315012  #dY:8.4%   
          29.9          0.3        0.441        0.053  # 2015,A.Hermanne+         ## D4324019  #dY:12.0%  
            30          0.7       0.4057       0.0456  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          30.3          0.6       0.2636       0.0253  # 2011,M.U.Khandaker+      ## D7002004  #dY:9.6%   
          30.5          0.4       0.3668       0.0412  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          30.7          0.6       0.3717       0.0418  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          30.8          0.6       0.2482       0.0239  # 2011,M.U.Khandaker+      ## D7002004  #dY:9.6%   
          31.1          0.3        0.414         0.05  # 2015,A.Hermanne+         ## D4324019  #dY:12.1%  
          31.5          0.6       0.3406       0.0383  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          31.8          0.4       0.3158       0.0355  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          32.2          0.5       0.3452       0.0388  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          32.3          0.2        0.367        0.044  # 2015,A.Hermanne+         ## D4324019  #dY:12.0%  
          32.4          0.5        0.228        0.018  # 2011,M.U.Khandaker+      ## D7002004  #dY:7.9%   
          32.9          0.5       0.2259       0.0178  # 2011,M.U.Khandaker+      ## D7002004  #dY:7.9%   
            33        0.582        0.301       0.0155  # 1997,R.Michel+           ## O0276110  #dY:5.1%   
          33.1          0.4       0.3113        0.035  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          33.1          0.3       0.3193       0.0359  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          33.5          0.2        0.347        0.042  # 2015,A.Hermanne+         ## D4324019  #dY:12.1%  
          33.9          0.3        0.278       0.0313  # 2014,N.Amjed+            ## D4301008  #dY:11.3%  
          34.3          0.2       0.2737       0.0307  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          34.4          0.4       0.2019        0.016  # 2011,M.U.Khandaker+      ## D7002004  #dY:7.9%   
          34.8          0.2       0.2747       0.0309  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          35.3          0.4       0.2046       0.0163  # 2011,M.U.Khandaker+      ## D7002004  #dY:8.0%   
          35.5          0.1       0.2697       0.0303  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          35.6          0.1       0.2677       0.0301  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          36.1        0.522        0.218        0.013  # 1997,R.Michel+           ## O0276110  #dY:6.0%   
          36.5         0.02       0.2405        0.027  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          36.6         0.52        0.231       0.0119  # 1997,R.Michel+           ## O0276110  #dY:5.2%   
         36.63         0.92      0.23248      0.02011  # 2016,E.Garrido+          ## O2315012  #dY:8.7%   
          36.7         0.03       0.2504       0.0281  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          36.7          0.3       0.1757       0.0143  # 2011,M.U.Khandaker+      ## D7002004  #dY:8.1%   
          37.5          0.3       0.1645       0.0165  # 2011,M.U.Khandaker+      ## D7002004  #dY:10.0%  
          38.4         1.18        0.216       0.0109  # 1997,R.Michel+           ## O0276110  #dY:5.0%   
          38.8          0.3       0.1605       0.0133  # 2011,M.U.Khandaker+      ## D7002004  #dY:8.3%   
          39.6          0.3       0.1568        0.013  # 2011,M.U.Khandaker+      ## D7002004  #dY:8.3%   
          39.6        0.439        0.196       0.0162  # 1997,R.Michel+           ## O0276110  #dY:8.3%   
          40.1        0.433        0.212       0.0109  # 1997,R.Michel+           ## O0276110  #dY:5.1%   
          40.4         1.89        0.217       0.0176  # 1997,R.Michel+           ## O0276110  #dY:8.1%   
          40.4         1.89         0.19       0.0193  # 1997,R.Michel+           ## O0276110  #dY:10.2%  
          40.4         1.89        0.205       0.0196  # 1997,R.Michel+           ## O0276110  #dY:9.6%   
          40.5        0.442        0.199       0.0103  # 1997,R.Michel+           ## O0276110  #dY:5.2%   
         40.78          0.8      0.20367       0.0176  # 2016,E.Garrido+          ## O2315012  #dY:8.6%   
            43            1        0.213        0.017  # 2011,Yu.E.Titarenko+     ## A0906157  #dY:8.0%   
          43.3        0.371        0.202       0.0104  # 1997,R.Michel+           ## O0276110  #dY:5.1%   
          45.6         1.05         0.21       0.0106  # 1997,R.Michel+           ## O0276110  #dY:5.0%   
         45.66         0.58      0.19822      0.01717  # 2016,E.Garrido+          ## O2315012  #dY:8.7%   
          47.1            2       0.2343       0.0263  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          48.2          1.9       0.2323       0.0261  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          49.3          1.7       0.2206       0.0248  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          50.3          1.6        0.216       0.0242  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          51.4          1.5       0.2254       0.0253  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
            52        0.946        0.219       0.0112  # 1997,R.Michel+           ## O0276110  #dY:5.1%   
          52.4          1.4       0.2314        0.026  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          52.5          1.2        0.238        0.018  # 1997,R.Michel+           ## O0276110  #dY:7.6%   
          52.5          1.2        0.206       0.0214  # 1997,R.Michel+           ## O0276110  #dY:10.4%  
          52.5          1.2        0.227        0.021  # 1997,R.Michel+           ## O0276110  #dY:9.3%   
          53.4          1.2       0.2317        0.026  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          54.4          1.1       0.2414       0.0271  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          55.4            1        0.242       0.0272  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          56.4          0.9       0.2385       0.0268  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          57.3          0.8       0.2452       0.0275  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
         57.34         1.07      0.19961      0.01818  # 2016,E.Garrido+          ## O2315012  #dY:9.1%   
          57.6        0.844        0.204       0.0106  # 1997,R.Michel+           ## O0276110  #dY:5.2%   
          58.2          0.7       0.2512       0.0282  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          59.2          0.6       0.2366       0.0266  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          60.1          0.5       0.2163       0.0243  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          60.2         1.27        0.205       0.0166  # 1997,R.Michel+           ## O0276110  #dY:8.1%   
          60.2         1.27        0.175       0.0177  # 1997,R.Michel+           ## O0276110  #dY:10.1%  
          60.2         1.27         0.19       0.0196  # 1997,R.Michel+           ## O0276110  #dY:10.3%  
            61          0.3       0.2287       0.0257  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          61.9          0.2       0.2358       0.0265  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
          62.8          0.1       0.2265       0.0254  # 2014,N.Amjed+            ## D4301008  #dY:11.2%  
            63        0.739        0.184      0.00926  # 1997,R.Michel+           ## O0276110  #dY:5.0%   
