#ZVView-data-copy:  15-Feb-2026 23:01:43
#=======================================
#
#name:   29-CU-0(P,X)27-CO-57,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  122
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          18.3         0.19     0.000264       2.7e-5  # 2021,A.S.Voyles+         ## C2921024  #dY:10.2%  
          21.7        0.165     0.000707       4.6e-5  # 2021,A.S.Voyles+         ## C2921024  #dY:6.5%   
          23.6          0.6     0.001053       7.2e-5  # 2021,A.S.Voyles+         ## C2921024  #dY:6.8%   
          27.6            0      1.95e-5       6.4e-6  # 1992,S.J.Mills+          ## A0507014  #dY:32.8%  
         29.21        0.485      0.00167      0.00011  # 2021,A.S.Voyles+         ## C2921024  #dY:6.6%   
          30.6            0      4.62e-5       9.7e-6  # 1992,S.J.Mills+          ## A0507014  #dY:21.0%  
            32            0      0.00052       2.6e-5  # 1984,L.R.Greenwood+      ## C0537006  #dY:5.0%   
          33.4            0       8.7e-5       1.6e-5  # 1992,S.J.Mills+          ## A0507014  #dY:18.4%  
         34.06         0.43     0.001206         8e-5  # 2021,A.S.Voyles+         ## C2921024  #dY:6.6%   
          35.1          1.9         0.04       0.0043  # 2016,S.A.Graves+         ## C2243003  #dY:10.8%  
          36.1            0     0.000288       2.8e-5  # 1992,S.J.Mills+          ## A0507014  #dY:9.7%   
         36.37         1.06      0.00076      0.00022  # 2016,E.Garrido+          ## O2315022  #dY:28.9%  
          36.7         0.09     0.000398       3.4e-5  # 2021,M.B.Fox+            ## C2702036  #dY:8.5%   
          36.9         0.34     0.000641     1.923e-5  # 1982,A.Gruetter          ## D0505014  #dY:3.0%   
          38.4        0.085     0.001446       9.6e-5  # 2021,M.B.Fox+            ## C2702036  #dY:6.6%   
         38.42        0.395      0.00384      0.00042  # 2021,A.S.Voyles+         ## C2921024  #dY:10.9%  
          38.6            0      0.00157      0.00013  # 1992,S.J.Mills+          ## A0507014  #dY:8.3%   
          38.6         0.34      0.00164      4.92e-5  # 1982,A.Gruetter          ## D0505014  #dY:3.0%   
            40            0       0.0202      0.00101  # 1984,L.R.Greenwood+      ## C0537006  #dY:5.0%   
         40.45         0.83      0.00496      0.00052  # 2016,E.Garrido+          ## O2315022  #dY:10.5%  
          41.5            0      0.00728      0.00059  # 1992,S.J.Mills+          ## A0507014  #dY:8.1%   
          42.3         0.08      0.01109      0.00029  # 2021,M.B.Fox+            ## C2702036  #dY:2.6%   
          43.8            0       0.0165       0.0013  # 1992,S.J.Mills+          ## A0507014  #dY:7.9%   
          43.9         0.08      0.01791      0.00041  # 2021,M.B.Fox+            ## C2702036  #dY:2.3%   
         45.43         0.59      0.02617      0.00232  # 2016,E.Garrido+          ## O2315022  #dY:8.9%   
          45.8        0.075      0.02927      0.00061  # 2021,M.B.Fox+            ## C2702036  #dY:2.1%   
          45.9            0       0.0271       0.0022  # 1992,S.J.Mills+          ## A0507014  #dY:8.1%   
         46.18         0.34       0.0346       0.0023  # 2021,A.S.Voyles+         ## C2921024  #dY:6.6%   
          47.3        0.075      0.03636      0.00068  # 2021,M.B.Fox+            ## C2702036  #dY:1.9%   
            48            0       0.0368        0.003  # 1992,S.J.Mills+          ## A0507014  #dY:8.2%   
            48          1.6       0.0366       0.0026  # 2016,S.A.Graves+         ## C2243003  #dY:7.1%   
            48            0     0.054209      0.00548  # 2003,H.Yashima+          ## E1829069  #dY:10.1%  
          49.9         0.07       0.0499       0.0001  # 2021,M.B.Fox+            ## C2702036  #dY:0.2%   
            50            0       0.0628      0.00314  # 1984,L.R.Greenwood+      ## C0537006  #dY:5.0%   
          50.1            0       0.0444       0.0036  # 1992,S.J.Mills+          ## A0507014  #dY:8.1%   
         51.22          0.4       0.0548      0.00024  # 2021,M.B.Fox+            ## C2702036  #dY:0.4%   
            52            0       0.0492       0.0039  # 1992,S.J.Mills+          ## A0507014  #dY:7.9%   
          52.2         0.07       0.0556      0.00012  # 2021,M.B.Fox+            ## C2702036  #dY:0.2%   
         53.04        0.305       0.0519       0.0034  # 2021,A.S.Voyles+         ## C2921024  #dY:6.6%   
         53.24        0.385        0.058      0.00025  # 2021,M.B.Fox+            ## C2702036  #dY:0.4%   
          53.9            0       0.0511       0.0041  # 1992,S.J.Mills+          ## A0507014  #dY:8.0%   
          55.2         0.65       0.0646       0.0005  # 2021,M.B.Fox+            ## C2702036  #dY:0.8%   
         55.21        0.375       0.0587      0.00026  # 2021,M.B.Fox+            ## C2702036  #dY:0.4%   
          55.8            0       0.0501        0.004  # 1992,S.J.Mills+          ## A0507014  #dY:8.0%   
         56.74         1.13      0.05301      0.00309  # 2016,E.Garrido+          ## O2315022  #dY:5.8%   
         57.11        0.365       0.0595      0.00026  # 2021,M.B.Fox+            ## C2702036  #dY:0.4%   
         57.12         1.09      0.05286      0.00426  # 2016,E.Garrido+          ## O2315022  #dY:8.1%   
         57.55         1.07      0.05158      0.00473  # 2016,E.Garrido+          ## O2315022  #dY:9.2%   
          57.6            0       0.0486       0.0039  # 1992,S.J.Mills+          ## A0507014  #dY:8.0%   
          58.6          1.4       0.0496       0.0058  # 2016,S.A.Graves+         ## C2243003  #dY:11.7%  
          59.4            0       0.0467       0.0037  # 1992,S.J.Mills+          ## A0507014  #dY:7.9%   
         59.73        0.355       0.0559      0.00023  # 2021,M.B.Fox+            ## C2702036  #dY:0.4%   
          61.1            0       0.0435       0.0035  # 1992,S.J.Mills+          ## A0507014  #dY:8.0%   
         62.73         0.34         0.05      0.00021  # 2021,M.B.Fox+            ## C2702036  #dY:0.4%   
          62.8            0       0.0396       0.0032  # 1992,S.J.Mills+          ## A0507014  #dY:8.1%   
            63            0     0.043678      0.00441  # 2003,H.Yashima+          ## E1829069  #dY:10.1%  
         63.49         0.92      0.03783      0.00148  # 2016,E.Garrido+          ## O2315022  #dY:3.9%   
         63.86         0.86      0.03717      0.00155  # 2016,E.Garrido+          ## O2315022  #dY:4.2%   
