#ZVView-data-copy:  15-Feb-2026 22:57:50
#=======================================
#
#name:   29-CU-0(P,X)27-CO-60,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  125
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          24.5          0.3       0.0002         7e-5  # 2015,M.Shahid+           ## D7015010  #dY:35.0%  
          26.6          0.3      0.00058       0.0001  # 2015,M.Shahid+           ## D7015010  #dY:17.2%  
          27.6            0         6e-5       3.9e-5  # 1992,S.J.Mills+          ## A0507004  #dY:65.0%  
          28.5          0.3      0.00075      0.00011  # 2015,M.Shahid+           ## D7015010  #dY:14.7%  
          30.4          0.3       0.0018       0.0002  # 2015,M.Shahid+           ## D7015010  #dY:11.1%  
          30.5         0.34      0.00065       0.0001  # 1982,A.Gruetter          ## D0505011  #dY:15.4%  
          30.6            0     0.000735       7.7e-5  # 1992,S.J.Mills+          ## A0507004  #dY:10.5%  
          32.1         0.34      0.00188      0.00015  # 1982,A.Gruetter          ## D0505011  #dY:8.0%   
          32.2          0.3       0.0025       0.0003  # 2015,M.Shahid+           ## D7015010  #dY:12.0%  
          33.4            0       0.0024       0.0002  # 1992,S.J.Mills+          ## A0507004  #dY:8.3%   
          33.9          0.2       0.0038       0.0003  # 2015,M.Shahid+           ## D7015010  #dY:7.9%   
          34.3         0.34      0.00233      0.00028  # 1982,A.Gruetter          ## D0505011  #dY:12.0%  
          35.1          1.9      0.00372      0.00029  # 2016,S.A.Graves+         ## C2243007  #dY:7.8%   
          35.5          0.2       0.0046       0.0004  # 2015,M.Shahid+           ## D7015010  #dY:8.7%   
          36.1            0      0.00413      0.00034  # 1992,S.J.Mills+          ## A0507004  #dY:8.2%   
         36.37         1.06      0.00489      0.00177  # 2016,E.Garrido+          ## O2315024  #dY:36.2%  
          36.7         0.09      0.00435      0.00024  # 2021,M.B.Fox+            ## C2702039  #dY:5.5%   
          36.9         0.34      0.00444            0  # 1982,A.Gruetter          ## D0505011             
          37.1          0.2       0.0058       0.0005  # 2015,M.Shahid+           ## D7015010  #dY:8.6%   
          38.4        0.085      0.00495      0.00027  # 2021,M.B.Fox+            ## C2702039  #dY:5.5%   
          38.6            0      0.00574      0.00047  # 1992,S.J.Mills+          ## A0507004  #dY:8.2%   
          38.6         0.34      0.00534      0.00027  # 1982,A.Gruetter          ## D0505011  #dY:5.1%   
          38.7          0.2       0.0072       0.0006  # 2015,M.Shahid+           ## D7015010  #dY:8.3%   
          40.1          0.2       0.0074       0.0006  # 2015,M.Shahid+           ## D7015010  #dY:8.1%   
         40.45         0.83      0.00819       0.0023  # 2016,E.Garrido+          ## O2315024  #dY:28.1%  
          40.9         0.34      0.00637            0  # 1982,A.Gruetter          ## D0505011             
          41.5            0      0.00705      0.00057  # 1992,S.J.Mills+          ## A0507004  #dY:8.1%   
          41.6          0.2       0.0078       0.0006  # 2015,M.Shahid+           ## D7015010  #dY:7.7%   
          42.3         0.08      0.00595      0.00032  # 2021,M.B.Fox+            ## C2702039  #dY:5.4%   
          42.5         0.34      0.00669            0  # 1982,A.Gruetter          ## D0505011             
            43          0.2        0.008       0.0006  # 2015,M.Shahid+           ## D7015010  #dY:7.5%   
          43.8            0      0.00748      0.00061  # 1992,S.J.Mills+          ## A0507004  #dY:8.2%   
          43.9         0.08      0.00712      0.00031  # 2021,M.B.Fox+            ## C2702039  #dY:4.4%   
         45.43         0.59      0.01039      0.00288  # 2016,E.Garrido+          ## O2315024  #dY:27.7%  
          45.6         0.34      0.00789            0  # 1982,A.Gruetter          ## D0505011             
          45.6         0.34      0.00719            0  # 1982,A.Gruetter          ## D0505011             
          45.8        0.075      0.00772      0.00031  # 2021,M.B.Fox+            ## C2702039  #dY:4.0%   
          45.9            0      0.00785      0.00063  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
          47.3        0.075      0.00878      0.00016  # 2021,M.B.Fox+            ## C2702039  #dY:1.8%   
            48            0      0.00817      0.00066  # 1992,S.J.Mills+          ## A0507004  #dY:8.1%   
            48          1.6      0.00859      0.00074  # 2016,S.A.Graves+         ## C2243007  #dY:8.6%   
          49.1         0.34       0.0078            0  # 1982,A.Gruetter          ## D0505011             
          49.1         0.34      0.00835            0  # 1982,A.Gruetter          ## D0505011             
          49.9         0.07      0.00953      0.00036  # 2021,M.B.Fox+            ## C2702039  #dY:3.8%   
          50.1            0      0.00885      0.00071  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
         51.22          0.4      0.01028       0.0004  # 2021,M.B.Fox+            ## C2702039  #dY:3.9%   
            52            0      0.00969      0.00078  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
          52.2         0.07      0.01004      0.00039  # 2021,M.B.Fox+            ## C2702039  #dY:3.9%   
          52.4         0.34      0.00924            0  # 1982,A.Gruetter          ## D0505011             
         53.24        0.385      0.01077      0.00049  # 2021,M.B.Fox+            ## C2702039  #dY:4.5%   
          53.9            0      0.00993       0.0008  # 1992,S.J.Mills+          ## A0507004  #dY:8.1%   
          55.2         0.65      0.01034      0.00041  # 2021,M.B.Fox+            ## C2702039  #dY:4.0%   
         55.21        0.375      0.01088      0.00051  # 2021,M.B.Fox+            ## C2702039  #dY:4.7%   
          55.5         0.34      0.00997            0  # 1982,A.Gruetter          ## D0505011             
          55.5         0.34      0.00967            0  # 1982,A.Gruetter          ## D0505011             
          55.8            0      0.01024      0.00082  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
         56.74         1.13      0.01265      0.00266  # 2016,E.Garrido+          ## O2315024  #dY:21.0%  
         57.11        0.365       0.0116      0.00046  # 2021,M.B.Fox+            ## C2702039  #dY:4.0%   
         57.12         1.09      0.01242      0.00171  # 2016,E.Garrido+          ## O2315024  #dY:13.8%  
         57.55         1.07      0.01225      0.00258  # 2016,E.Garrido+          ## O2315024  #dY:21.1%  
          57.6            0      0.01021      0.00082  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
          58.5         0.34      0.00935            0  # 1982,A.Gruetter          ## D0505011             
          58.6          1.4       0.0113       0.0013  # 2016,S.A.Graves+         ## C2243007  #dY:11.5%  
          59.4            0      0.01018      0.00082  # 1992,S.J.Mills+          ## A0507004  #dY:8.1%   
         59.73        0.355      0.01215      0.00047  # 2021,M.B.Fox+            ## C2702039  #dY:3.9%   
          60.7         0.34      0.00985            0  # 1982,A.Gruetter          ## D0505011             
          61.1            0      0.00998       0.0008  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
         62.73         0.34      0.01222      0.00049  # 2021,M.B.Fox+            ## C2702039  #dY:4.0%   
          62.8            0       0.0099       0.0008  # 1992,S.J.Mills+          ## A0507004  #dY:8.1%   
         63.49         0.92      0.01013      0.00127  # 2016,E.Garrido+          ## O2315024  #dY:12.5%  
         63.86         0.86      0.01045       0.0012  # 2016,E.Garrido+          ## O2315024  #dY:11.5%  
          64.5            0      0.00948      0.00076  # 1992,S.J.Mills+          ## A0507004  #dY:8.0%   
          65.1         0.34      0.00918            0  # 1982,A.Gruetter          ## D0505011             
          65.1         0.34      0.00933            0  # 1982,A.Gruetter          ## D0505011             
          65.8            0      0.00961      0.00078  # 1992,S.J.Mills+          ## A0507004  #dY:8.1%   
         66.81        0.325      0.01168      0.00036  # 2021,M.B.Fox+            ## C2702039  #dY:3.1%   
