#ZVView-data-copy:   6-Mar-2026 16:03:31
#=======================================
#
#name:   28-NI-0(P,X)25-MN-54,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  136
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         17.62         1.17      0.00091       0.0003  # 2016,E.Garrido+          ## O2315017  #dY:33.0%  
          19.1        0.807      1.06e-5      2.91e-6  # 1997,R.Michel+           ## O0276107  #dY:27.5%  
         19.63         1.08      0.00083      0.00041  # 2016,E.Garrido+          ## O2315017  #dY:49.4%  
          24.4         3.17     0.000108      3.39e-5  # 1997,R.Michel+           ## O0276107  #dY:31.4%  
          24.4         3.17     0.000154      2.36e-5  # 1997,R.Michel+           ## O0276107  #dY:15.3%  
          24.4         3.17     0.000141      3.64e-5  # 1997,R.Michel+           ## O0276107  #dY:25.8%  
         29.85         0.58      0.00122      0.00056  # 2016,E.Garrido+          ## O2315017  #dY:45.9%  
          40.4         1.89     0.000434      6.58e-5  # 1997,R.Michel+           ## O0276107  #dY:15.2%  
         40.78          0.8      0.00104      0.00055  # 2016,E.Garrido+          ## O2315017  #dY:52.9%  
          43.3        0.371     0.000346      3.11e-5  # 1997,R.Michel+           ## O0276107  #dY:9.0%   
          45.6         1.05      0.00153      8.65e-5  # 1997,R.Michel+           ## O0276107  #dY:5.7%   
         45.66         0.58      0.00205      0.00089  # 2016,E.Garrido+          ## O2315017  #dY:43.4%  
          47.7          0.7       0.0034       0.0004  # 2015,A.Hermanne+         ## D4343018  #dY:11.8%  
         47.87         0.83       0.0046       0.0005  # 1985,R.Michel+           ## A0100012  #dY:10.9%  
          47.9         0.83      0.00456       0.0005  # 1997,R.Michel+           ## O0276107  #dY:11.0%  
          49.1          0.7       0.0051       0.0006  # 2015,A.Hermanne+         ## D4343018  #dY:11.8%  
          50.8          0.6        0.012        0.001  # 2015,A.Hermanne+         ## D4343018  #dY:8.3%   
            52        0.946      0.00683     0.000352  # 1997,R.Michel+           ## O0276107  #dY:5.2%   
          52.1         0.79       0.0101       0.0009  # 1985,R.Michel+           ## A0100012  #dY:8.9%   
          52.1         0.79       0.0101       0.0009  # 1997,R.Michel+           ## O0276107  #dY:8.9%   
          52.5          0.6        0.014        0.002  # 2015,A.Hermanne+         ## D4343018  #dY:14.3%  
          52.5          1.2      0.00928       0.0008  # 1997,R.Michel+           ## O0276107  #dY:8.6%   
          52.5          1.2      0.00804     0.000837  # 1997,R.Michel+           ## O0276107  #dY:10.4%  
          52.5          1.2      0.00849      0.00083  # 1997,R.Michel+           ## O0276107  #dY:9.8%   
            54          0.6        0.019        0.002  # 2015,A.Hermanne+         ## D4343018  #dY:10.5%  
          55.6          0.5        0.024        0.003  # 2015,A.Hermanne+         ## D4343018  #dY:12.5%  
         56.75         0.74       0.0151       0.0014  # 1985,R.Michel+           ## A0100012  #dY:9.3%   
          56.8         0.74       0.0151       0.0014  # 1997,R.Michel+           ## O0276107  #dY:9.3%   
          57.1          0.5        0.026        0.003  # 2015,A.Hermanne+         ## D4343018  #dY:11.5%  
         57.34         1.07      0.01378      0.00177  # 2016,E.Garrido+          ## O2315017  #dY:12.8%  
          57.6        0.844       0.0138     0.000709  # 1997,R.Michel+           ## O0276107  #dY:5.1%   
