#ZVView-data-copy:   4-Mar-2026 11:05:51
#=======================================
#
#name:   28-NI-0(P,X)27-CO-55,CUM,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  248
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           5.5          0.4       0.0003         1e-5  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:3.3%   
           7.4          0.9       0.0002        0.001  # 2014,N.Amjed+            ## D4301006  #dY:500.0% 
           7.6          0.4       0.0009       0.0001  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:11.1%  
           7.7            2       0.0026       0.0003  # 2014,N.Amjed+            ## D4301006  #dY:11.5%  
          7.75         0.54       5.8e-5         8e-6  # 1980,R.Michel+           ## A0145023  #dY:13.8%  
           8.2          1.5       0.0024       0.0003  # 2015,A.Hermanne+         ## D4324017  #dY:12.5%  
           8.3          0.8       0.0007        0.001  # 2014,N.Amjed+            ## D4301006  #dY:142.9% 
           8.5          0.4       0.0012       0.0001  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.3%   
           9.1          0.8       0.0028        0.003  # 2014,N.Amjed+            ## D4301006  #dY:107.1% 
           9.2          1.9       0.0076       0.0009  # 2014,N.Amjed+            ## D4301006  #dY:11.8%  
           9.4          0.4       0.0032       0.0002  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:6.2%   
           9.8          0.7        0.006        0.007  # 2014,N.Amjed+            ## D4301006  #dY:116.7% 
          10.1          0.4       0.0049       0.0003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:6.1%   
          10.3          1.3        0.009       0.0011  # 2015,A.Hermanne+         ## D4324017  #dY:12.2%  
          10.5          0.7       0.0114       0.0016  # 2014,N.Amjed+            ## D4301006  #dY:14.0%  
         10.71         0.43      0.00832      0.00092  # 1980,R.Michel+           ## A0145023  #dY:11.1%  
            11          1.8       0.0101       0.0012  # 2014,N.Amjed+            ## D4301006  #dY:11.9%  
            11          0.4        0.006       0.0007  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:11.7%  
          11.2          0.6       0.0102       0.0012  # 2014,N.Amjed+            ## D4301006  #dY:11.8%  
          11.3          1.4       0.0133       0.0015  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
          11.6          0.4       0.0086       0.0009  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:10.5%  
          11.9          0.6       0.0132       0.0015  # 2014,N.Amjed+            ## D4301006  #dY:11.4%  
          12.2          1.2       0.0138       0.0017  # 2015,A.Hermanne+         ## D4324017  #dY:12.3%  
          12.3          0.4       0.0112        0.001  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.9%   
          12.4          1.3       0.0168       0.0019  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
          12.5          0.5        0.015       0.0017  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
         12.78         0.39       0.0149       0.0016  # 1980,R.Michel+           ## A0145023  #dY:10.7%  
          12.9          0.4       0.0124        0.001  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.1%   
            13          1.6       0.0172       0.0019  # 2014,N.Amjed+            ## D4301006  #dY:11.0%  
          13.1          0.5        0.016       0.0018  # 2014,N.Amjed+            ## D4301006  #dY:11.2%  
          13.4          1.2       0.0208       0.0023  # 2014,N.Amjed+            ## D4301006  #dY:11.1%  
          13.6          0.4       0.0139       0.0011  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:7.9%   
          13.7          0.4       0.0182       0.0021  # 2014,N.Amjed+            ## D4301006  #dY:11.5%  
          13.8          1.1       0.0192       0.0023  # 2015,A.Hermanne+         ## D4324017  #dY:12.0%  
          14.2          0.4       0.0199       0.0022  # 2014,N.Amjed+            ## D4301006  #dY:11.1%  
          14.2          0.4       0.0152       0.0014  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:9.2%   
          14.4          1.2       0.0229       0.0026  # 2014,N.Amjed+            ## D4301006  #dY:11.4%  
         14.59          0.3       0.0207       0.0019  # 1980,R.Michel+           ## A0145023  #dY:9.2%   
          14.8          0.3       0.0232       0.0026  # 2014,N.Amjed+            ## D4301006  #dY:11.2%  
          14.8          1.5       0.0207       0.0024  # 2014,N.Amjed+            ## D4301006  #dY:11.6%  
          15.2          0.4       0.0183       0.0021  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:11.5%  
          15.2          0.4       0.0193       0.0031  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:16.1%  
          15.3          0.2       0.0241       0.0027  # 2014,N.Amjed+            ## D4301006  #dY:11.2%  
          15.3          1.1       0.0255       0.0029  # 2014,N.Amjed+            ## D4301006  #dY:11.4%  
          15.3            1        0.023       0.0028  # 2015,A.Hermanne+         ## D4324017  #dY:12.2%  
          15.8          0.1       0.0257       0.0029  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
          15.9          0.4        0.021        0.003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:14.3%  
            16          0.4        0.021        0.003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:14.3%  
          16.2            1       0.0266        0.003  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
         16.26         0.24       0.0232       0.0023  # 1980,R.Michel+           ## A0145023  #dY:9.9%   
          16.3          0.1       0.0244       0.0027  # 2014,N.Amjed+            ## D4301006  #dY:11.1%  
          16.5          1.4       0.0206       0.0023  # 2014,N.Amjed+            ## D4301006  #dY:11.2%  
          16.7          0.9       0.0244       0.0029  # 2015,A.Hermanne+         ## D4324017  #dY:11.9%  
          16.8         0.02       0.0244       0.0027  # 2014,N.Amjed+            ## D4301006  #dY:11.1%  
          16.9          0.4        0.023        0.003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:13.0%  
            17          0.9       0.0267        0.003  # 2014,N.Amjed+            ## D4301006  #dY:11.2%  
          17.5          0.4        0.024        0.003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:12.5%  
          17.8          0.9       0.0254       0.0028  # 2014,N.Amjed+            ## D4301006  #dY:11.0%  
            18          1.3       0.0213       0.0024  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
          18.1          0.8       0.0238       0.0029  # 2015,A.Hermanne+         ## D4324017  #dY:12.2%  
          18.3        0.854       0.0232      0.00121  # 1997,R.Michel+           ## O0276108  #dY:5.2%   
          18.3          0.4        0.022        0.003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:13.6%  
          18.6          0.8       0.0233       0.0026  # 2014,N.Amjed+            ## D4301006  #dY:11.2%  
          18.6          0.4        0.023        0.003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:13.0%  
          18.8          0.4         0.02       0.0025  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:12.5%  
          19.3          0.7       0.0212       0.0025  # 2015,A.Hermanne+         ## D4324017  #dY:11.8%  
          19.4          0.8       0.0213       0.0024  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
          19.7          1.2       0.0162       0.0018  # 2014,N.Amjed+            ## D4301006  #dY:11.1%  
          19.7          0.4        0.019       0.0025  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:13.2%  
          19.7          0.4       0.0192       0.0022  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:11.5%  
          20.1          0.7       0.0174        0.002  # 2014,N.Amjed+            ## D4301006  #dY:11.5%  
          20.5          0.7        0.017        0.002  # 2015,A.Hermanne+         ## D4324017  #dY:11.8%  
          20.6         0.45        0.016        0.002  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:12.5%  
          20.9          0.6       0.0149       0.0017  # 2014,N.Amjed+            ## D4301006  #dY:11.4%  
         20.99         0.45       0.0152       0.0011  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:7.2%   
            21          1.6       0.0109       0.0012  # 2014,N.Amjed+            ## D4301006  #dY:11.0%  
          21.4         0.45       0.0135       0.0014  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:10.4%  
          21.5          1.1       0.0103       0.0012  # 2014,N.Amjed+            ## D4301006  #dY:11.7%  
          21.6          0.5       0.0121       0.0014  # 2014,N.Amjed+            ## D4301006  #dY:11.6%  
          21.6          0.7       0.0132       0.0016  # 2015,A.Hermanne+         ## D4324017  #dY:12.1%  
          22.1          1.5       0.0086        0.001  # 2014,N.Amjed+            ## D4301006  #dY:11.6%  
          22.2          0.4       0.0103       0.0012  # 2014,N.Amjed+            ## D4301006  #dY:11.7%  
          22.3         0.45       0.0118       0.0012  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:10.2%  
          22.7          0.6       0.0106       0.0013  # 2015,A.Hermanne+         ## D4324017  #dY:12.3%  
          22.9          0.3       0.0084       0.0009  # 2014,N.Amjed+            ## D4301006  #dY:10.7%  
            23          1.4       0.0069       0.0008  # 2014,N.Amjed+            ## D4301006  #dY:11.6%  
          23.1         0.45       0.0099       0.0011  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:11.1%  
          23.2          0.9       0.0065       0.0007  # 2014,N.Amjed+            ## D4301006  #dY:10.8%  
          23.6          0.2       0.0074       0.0008  # 2014,N.Amjed+            ## D4301006  #dY:10.8%  
          23.8          0.6       0.0082        0.001  # 2015,A.Hermanne+         ## D4324017  #dY:12.2%  
          23.8        0.734      0.00678     0.000373  # 1997,R.Michel+           ## O0276108  #dY:5.5%   
          23.8         0.45        0.009        0.002  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:22.2%  
            24          1.3       0.0058       0.0006  # 2014,N.Amjed+            ## D4301006  #dY:10.3%  
          24.1         0.45       0.0072       0.0009  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:12.5%  
          24.2          0.1       0.0062       0.0007  # 2014,N.Amjed+            ## D4301006  #dY:11.3%  
         24.79         0.45       0.0062       0.0006  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:9.7%   
          24.8            0       0.0057       0.0006  # 2014,N.Amjed+            ## D4301006  #dY:10.5%  
          24.8          0.8       0.0056       0.0006  # 2014,N.Amjed+            ## D4301006  #dY:10.7%  
          24.8          0.6       0.0059       0.0007  # 2015,A.Hermanne+         ## D4324017  #dY:11.9%  
          24.9          1.2        0.005       0.0006  # 2014,N.Amjed+            ## D4301006  #dY:12.0%  
          25.1          0.5       0.0056       0.0006  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:10.7%  
          25.4          0.5       0.0049       0.0004  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.2%   
          25.5          0.5       0.0054       0.0005  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:9.3%   
          25.8          1.1       0.0043       0.0005  # 2014,N.Amjed+            ## D4301006  #dY:11.6%  
          25.8          0.5       0.0053       0.0006  # 2015,A.Hermanne+         ## D4324017  #dY:11.3%  
          25.8          0.5       0.0048       0.0004  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.3%   
            26          0.5       0.0052       0.0005  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:9.6%   
          26.2          0.5       0.0047       0.0004  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.5%   
          26.3          0.7       0.0039       0.0005  # 2014,N.Amjed+            ## D4301006  #dY:12.8%  
          26.5          0.5       0.0046       0.0003  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:6.5%   
          26.7            1       0.0039       0.0004  # 2014,N.Amjed+            ## D4301006  #dY:10.3%  
          26.9          0.5       0.0048       0.0004  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:8.3%   
            27          0.5       0.0044       0.0006  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:13.6%  
          27.2          0.4       0.0043       0.0005  # 2015,A.Hermanne+         ## D4324017  #dY:11.6%  
          27.2          0.5       0.0051       0.0001  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:2.0%   
          27.4          0.5        0.005       0.0005  # 2007,F.S.Al-Saleh+       ## O1503007  #dY:10.0%  
          27.5            1       0.0035       0.0004  # 2014,N.Amjed+            ## D4301006  #dY:11.4%  
          27.5          1.2        0.005       0.0007  # 2015,A.Hermanne+         ## D4324017  #dY:14.0%  
          27.8          0.6       0.0028       0.0003  # 2014,N.Amjed+            ## D4301006  #dY:10.7%  
          28.3          0.9       0.0033       0.0004  # 2014,N.Amjed+            ## D4301006  #dY:12.1%  
          28.6          0.4        0.004       0.0005  # 2015,A.Hermanne+         ## D4324017  #dY:12.5%  
          29.2          0.8       0.0031       0.0003  # 2014,N.Amjed+            ## D4301006  #dY:9.7%   
          29.2          0.5       0.0032       0.0004  # 2014,N.Amjed+            ## D4301006  #dY:12.5%  
          29.9          0.3       0.0041       0.0005  # 2015,A.Hermanne+         ## D4324017  #dY:12.2%  
