#ZVView-data-copy:  15-Feb-2026 23:13:42
#=======================================
#
#name:   29-CU-0(P,X)25-MN-54,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  273
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          23.6          0.6      1.85e-5       1.2e-6  # 2021,A.S.Voyles+         ## C2921021  #dY:6.5%   
          26.8        0.803      2.65e-5      1.41e-6  # 1997,R.Michel+           ## O0276128  #dY:5.3%   
         29.21        0.485      2.23e-5       1.5e-6  # 2021,A.S.Voyles+         ## C2921021  #dY:6.7%   
          32.7        0.736      4.65e-5      2.25e-5  # 1997,R.Michel+           ## O0276128  #dY:48.4%  
         34.06         0.43      5.17e-5       3.3e-6  # 2021,A.S.Voyles+         ## C2921021  #dY:6.4%   
          35.1          1.9       6.6e-5       1.2e-5  # 2016,S.A.Graves+         ## C2243011  #dY:18.2%  
          36.7         0.09       9.2e-5       2.8e-5  # 2021,M.B.Fox+            ## C2702031  #dY:30.4%  
          38.4        0.085       7.6e-5       0.0003  # 2021,M.B.Fox+            ## C2702031  #dY:394.7% 
         38.42        0.395      9.31e-5       6.1e-6  # 2021,A.S.Voyles+         ## C2921021  #dY:6.6%   
          38.5         0.66      6.78e-5      8.69e-6  # 1997,R.Michel+           ## O0276128  #dY:12.8%  
          39.4        0.906      2.51e-5      7.87e-6  # 1997,R.Michel+           ## O0276128  #dY:31.4%  
            40            0       5.6e-5       2.8e-6  # 1984,L.R.Greenwood+      ## C0537010  #dY:5.0%   
          40.3        0.647      6.69e-5      1.58e-5  # 1997,R.Michel+           ## O0276128  #dY:23.6%  
            42        0.618         5e-5      2.13e-5  # 1997,R.Michel+           ## O0276128  #dY:42.6%  
          42.3         0.08         2e-5       1.8e-5  # 2021,M.B.Fox+            ## C2702031  #dY:90.0%  
          42.4        0.609      3.41e-5      4.95e-6  # 1997,R.Michel+           ## O0276128  #dY:14.5%  
          43.5        0.781      4.94e-5      7.75e-6  # 1997,R.Michel+           ## O0276128  #dY:15.7%  
          43.6        0.883      6.47e-5      1.44e-5  # 1997,R.Michel+           ## O0276128  #dY:22.3%  
          43.7        0.887      5.65e-5      9.95e-6  # 1997,R.Michel+           ## O0276128  #dY:17.6%  
          43.8            0       6.7e-5       3.6e-5  # 1992,S.J.Mills+          ## A0507019  #dY:53.7%  
          43.9         0.08       9.1e-5       2.9e-5  # 2021,M.B.Fox+            ## C2702031  #dY:31.9%  
          44.2        0.576     0.000141      1.06e-5  # 1997,R.Michel+           ## O0276128  #dY:7.5%   
          44.2        0.574      0.00015      1.21e-5  # 1997,R.Michel+           ## O0276128  #dY:8.1%   
          44.2        0.574      0.00013      1.23e-5  # 1997,R.Michel+           ## O0276128  #dY:9.5%   
          44.2        0.572     0.000137      9.31e-6  # 1997,R.Michel+           ## O0276128  #dY:6.8%   
          44.2        0.894     0.000111         1e-5  # 1997,R.Michel+           ## O0276128  #dY:9.0%   
          44.5        0.565     0.000183      1.59e-5  # 1997,R.Michel+           ## O0276128  #dY:8.7%   
          44.5        0.562     0.000141      1.03e-5  # 1997,R.Michel+           ## O0276128  #dY:7.3%   
          44.6        0.565     0.000187      1.48e-5  # 1997,R.Michel+           ## O0276128  #dY:7.9%   
          44.6        0.563     0.000142      9.26e-6  # 1997,R.Michel+           ## O0276128  #dY:6.5%   
          45.2        0.853      0.00017      1.56e-5  # 1997,R.Michel+           ## O0276128  #dY:9.2%   
          45.4         0.87     0.000185      2.19e-5  # 1997,R.Michel+           ## O0276128  #dY:11.8%  
          45.5        0.861     0.000172      1.54e-5  # 1997,R.Michel+           ## O0276128  #dY:9.0%   
          45.6         0.34     0.000257            0  # 1982,A.Gruetter          ## D0505020             
          45.6         0.34     0.000259       2.6e-5  # 1982,A.Gruetter          ## D0505020  #dY:10.0%  
          45.7        0.844     0.000234      1.64e-5  # 1997,R.Michel+           ## O0276128  #dY:7.0%   
          45.8        0.075      0.00016       4.3e-5  # 2021,M.B.Fox+            ## C2702031  #dY:26.9%  
          45.9            0     0.000299       3.5e-5  # 1992,S.J.Mills+          ## A0507019  #dY:11.7%  
          45.9        0.852     0.000136      1.33e-5  # 1997,R.Michel+           ## O0276128  #dY:9.8%   
         46.18         0.34     0.000428       2.4e-5  # 2021,A.S.Voyles+         ## C2921021  #dY:5.6%   
          46.7        0.869     0.000385      2.46e-5  # 1997,R.Michel+           ## O0276128  #dY:6.4%   
          47.1        0.856     0.000439      2.56e-5  # 1997,R.Michel+           ## O0276128  #dY:5.8%   
          47.3        0.075     0.000533       1.5e-5  # 2021,M.B.Fox+            ## C2702031  #dY:2.8%   
          47.3         0.85      0.00047      2.71e-5  # 1997,R.Michel+           ## O0276128  #dY:5.8%   
          47.4        0.832     0.000642      3.58e-5  # 1997,R.Michel+           ## O0276128  #dY:5.6%   
            48            0      0.00072       6.9e-5  # 1992,S.J.Mills+          ## A0507019  #dY:9.6%   
            48          1.6     0.000907       9.5e-5  # 2016,S.A.Graves+         ## C2243011  #dY:10.5%  
          48.7        0.821     0.000848      4.56e-5  # 1997,R.Michel+           ## O0276128  #dY:5.4%   
          48.8        0.837     0.000875      4.99e-5  # 1997,R.Michel+           ## O0276128  #dY:5.7%   
            49        0.846     0.000986      5.22e-5  # 1997,R.Michel+           ## O0276128  #dY:5.3%   
          49.1         0.34     0.001046            0  # 1982,A.Gruetter          ## D0505020             
          49.1         0.34     0.001101            0  # 1982,A.Gruetter          ## D0505020             
          49.2        0.828     0.000936      5.17e-5  # 1997,R.Michel+           ## O0276128  #dY:5.5%   
          49.3        0.823     0.000777      4.15e-5  # 1997,R.Michel+           ## O0276128  #dY:5.3%   
          49.9         0.07      0.00125       0.0001  # 2021,M.B.Fox+            ## C2702031  #dY:8.0%   
