#ZVView-data-copy:  19-Mar-2026 09:53:50
#=======================================
#
#name:   73-TA-0(P,X)72-HF-180-M,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  23
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          21.5         0.47         1e-5         3e-6  # 2018,M.Shahid+           ## D7031010  #dY:30.0%  
          23.7         0.44         2e-5         4e-6  # 2018,M.Shahid+           ## D7031010  #dY:20.0%  
          25.8          0.4         4e-5         6e-6  # 2018,M.Shahid+           ## D7031010  #dY:15.0%  
          27.9         0.39       0.0001         1e-5  # 2018,M.Shahid+           ## D7031010  #dY:10.0%  
          29.7         0.39      0.00017         1e-5  # 2018,M.Shahid+           ## D7031010  #dY:5.9%   
          31.6         0.37       0.0003         2e-5  # 2018,M.Shahid+           ## D7031010  #dY:6.7%   
          33.3         0.33       0.0005         4e-5  # 2018,M.Shahid+           ## D7031010  #dY:8.0%   
            35         0.33      0.00098         7e-5  # 2018,M.Shahid+           ## D7031010  #dY:7.1%   
          36.6         0.33      0.00131         9e-5  # 2018,M.Shahid+           ## D7031010  #dY:6.9%   
          38.1          0.3      0.00209      0.00014  # 2018,M.Shahid+           ## D7031010  #dY:6.7%   
          39.6          0.3      0.00284      0.00018  # 2018,M.Shahid+           ## D7031010  #dY:6.3%   
          41.1         0.29       0.0036      0.00023  # 2018,M.Shahid+           ## D7031010  #dY:6.4%   
          42.5         0.29       0.0042      0.00027  # 2018,M.Shahid+           ## D7031010  #dY:6.4%   
            43            1       8.9e-5       1.4e-5  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:15.7%  
          43.9         0.29      0.00538      0.00034  # 2018,M.Shahid+           ## D7031010  #dY:6.3%   
           148            1      0.00136      0.00036  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:26.5%  
           248            1      0.00193      0.00035  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:18.1%  
           399            2      0.00252      0.00032  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:12.7%  
           599            2      0.00345      0.00051  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:14.8%  
           799            2      0.00324      0.00033  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:10.2%  
          1199            3      0.00313      0.00028  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:8.9%   
          1598            4       0.0023      0.00035  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:15.2%  
          2605            8      0.00225      0.00023  # 2011,Yu.E.Titarenko+     ## A0904324  #dY:10.2%  
//
#-------------------------------------------------------------------------------
