#ZVView-data-copy:  16-Feb-2026 08:37:35
#=======================================
#
#name:   28-NI-0(P,X)29-CU-61,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  155
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          1.49          0.5         5e-6         1e-6  # 2016,Md.S.Uddin+         ## D0802002  #dY:20.0%  
          1.66          0.5         9e-6         1e-6  # 2016,Md.S.Uddin+         ## D0802002  #dY:11.1%  
          1.85          0.5         2e-5         3e-6  # 2016,Md.S.Uddin+         ## D0802002  #dY:15.0%  
          2.14         0.39         4e-5         5e-6  # 2016,Md.S.Uddin+         ## D0802002  #dY:12.5%  
          2.37         0.39         5e-5         1e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:20.0%  
          2.56          0.3         7e-5         1e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:14.3%  
          2.62         0.78      0.00259      0.00031  # 2020,D.Adel+             ## D4410003  #dY:12.0%  
           2.7          0.3      0.00014         2e-5  # 2016,Md.S.Uddin+         ## D0802005  #dY:14.3%  
          2.82          0.3      0.00012         1e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:8.3%   
          2.93         0.76      0.00186       0.0003  # 2020,D.Adel+             ## D4410003  #dY:16.1%  
          3.03          0.3      0.00023         2e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:8.7%   
           3.1          0.3      0.00035         5e-5  # 2016,Md.S.Uddin+         ## D0802005  #dY:14.3%  
           3.3          0.3      0.00048         6e-5  # 2016,Md.S.Uddin+         ## D0802005  #dY:12.5%  
          3.42         0.29      0.00038         3e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:7.9%   
           3.6          0.3      0.00073         8e-5  # 2016,Md.S.Uddin+         ## D0802005  #dY:11.0%  
          3.63         0.29      0.00036         3e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:8.3%   
          3.96         0.26      0.00043         3e-5  # 2016,Md.S.Uddin+         ## D0802002  #dY:7.0%   
             4          0.3      0.00091         9e-5  # 2016,Md.S.Uddin+         ## D0802005  #dY:9.9%   
           4.2          1.1       0.0006       0.0001  # 2014,N.Amjed+            ## D4301003  #dY:16.7%  
           4.3          0.3      0.00116      0.00012  # 2016,Md.S.Uddin+         ## D0802005  #dY:10.3%  
          4.79         0.43       0.0026       0.0002  # 2022,M.Anwer+            ## D1033006  #dY:7.7%   
           4.8          0.5      0.00169      0.00018  # 2016,Md.S.Uddin+         ## D0802005  #dY:10.7%  
             5          0.5      0.00182      0.00019  # 2016,Md.S.Uddin+         ## D0802005  #dY:10.4%  
           5.4            1       0.0019       0.0002  # 2014,N.Amjed+            ## D4301003  #dY:10.5%  
           5.5          0.5      0.00227      0.00022  # 2016,Md.S.Uddin+         ## D0802005  #dY:9.7%   
           5.5          0.4       0.0007       0.0001  # 2007,F.S.Al-Saleh+       ## O1503009  #dY:14.3%  
          5.61         0.39       0.0026       0.0002  # 2022,M.Anwer+            ## D1033006  #dY:7.7%   
           5.8          0.5      0.00251      0.00028  # 2016,Md.S.Uddin+         ## D0802005  #dY:11.2%  
          6.03         0.72       0.0022       0.0002  # 2020,D.Adel+             ## D4410003  #dY:9.1%   
           6.2          0.5      0.00289      0.00025  # 2016,Md.S.Uddin+         ## D0802005  #dY:8.7%   
           6.5          0.4      0.00323      0.00028  # 2016,Md.S.Uddin+         ## D0802005  #dY:8.7%   
           6.5          0.9       0.0035       0.0004  # 2014,N.Amjed+            ## D4301003  #dY:11.4%  
